"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia BOLIVAR (000)",9495,4743,47,129,4078,170,44,22,,262
"Hombres (001)",3611,2508,19,94,693,97,40,11,,149
"Mujeres (002)",5884,2235,28,35,3385,73,4,11,,113
"De 06 a 14 años (003)",4147,3830,,,140,81,,1,,95
"Hombres (004)",2096,1979,,,42,41,,,,34
"Mujeres (005)",2051,1851,,,98,40,,1,,61
"De 15 a 29 años (006)",2306,897,5,28,1284,,15,6,,71
"Hombres (007)",811,518,1,21,214,,13,4,,40
"Mujeres (008)",1495,379,4,7,1070,,2,2,,31
"De 30 a 44 años (009)",1344,9,12,35,1220,,17,8,,43
"Hombres (010)",265,7,1,28,177,,17,4,,31
"Mujeres (011)",1079,2,11,7,1043,,,4,,12
"De 45 a 64 años (012)",1056,7,14,34,948,4,11,5,,33
"Hombres (013)",240,4,6,24,162,3,9,2,,30
"Mujeres (014)",816,3,8,10,786,1,2,3,,3
"De 65 y más años (015)",642,,16,32,486,85,1,2,,20
"Hombres (016)",199,,11,21,98,53,1,1,,14
"Mujeres (017)",443,,5,11,388,32,,1,,6
,,,,,,,,,,
"AREA URBANA (018)",3244,1745,24,78,1229,39,6,10,,113
"Hombres (019)",1277,897,14,55,206,20,4,7,,74
"Mujeres (020)",1967,848,10,23,1023,19,2,3,,39
"De 06 a 14 años (021)",1355,1290,,,26,18,,,,21
"Hombres (022)",666,643,,,8,9,,,,6
"Mujeres (023)",689,647,,,18,9,,,,15
"De 15 a 29 años (024)",812,450,,15,307,,3,1,,36
"Hombres (025)",333,250,,13,43,,2,1,,24
"Mujeres (026)",479,200,,2,264,,1,,,12
"De 30 a 44 años (027)",419,3,1,23,366,,1,3,,22
"Hombres (028)",89,2,,17,50,,1,3,,16
"Mujeres (029)",330,1,1,6,316,,,,,6
"De 45 a 64 años (030)",395,2,10,21,335,1,2,4,,20
"Hombres (031)",101,2,5,12,60,1,1,2,,18
"Mujeres (032)",294,,5,9,275,,1,2,,2
"De 65 y más años (033)",263,,13,19,195,20,,2,,14
"Hombres (034)",88,,9,13,45,10,,1,,10
"Mujeres (035)",175,,4,6,150,10,,1,,4
,,,,,,,,,,
"AREA RURAL (036)",6251,2998,23,51,2849,131,38,12,,149
"Hombres (037)",2334,1611,5,39,487,77,36,4,,75
"Mujeres (038)",3917,1387,18,12,2362,54,2,8,,74
"De 06 a 14 años (039)",2792,2540,,,114,63,,1,,74
"Hombres (040)",1430,1336,,,34,32,,,,28
"Mujeres (041)",1362,1204,,,80,31,,1,,46
"De 15 a 29 años (042)",1494,447,5,13,977,,12,5,,35
"Hombres (043)",478,268,1,8,171,,11,3,,16
"Mujeres (044)",1016,179,4,5,806,,1,2,,19
"De 30 a 44 años (045)",925,6,11,12,854,,16,5,,21
"Hombres (046)",176,5,1,11,127,,16,1,,15
"Mujeres (047)",749,1,10,1,727,,,4,,6
"De 45 a 64 años (048)",661,5,4,13,613,3,9,1,,13
"Hombres (049)",139,2,1,12,102,2,8,,,12
"Mujeres (050)",522,3,3,1,511,1,1,1,,1
"De 65 y más años (051)",379,,3,13,291,65,1,,,6
"Hombres (052)",111,,2,8,53,43,1,,,4
"Mujeres (053)",268,,1,5,238,22,,,,2
