"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ANGARAES (000)",28385,27794,591
"Hombres (001)",13408,13202,206
"Mujeres (002)",14977,14592,385
"De 18 a 29 años (003)",9554,9326,228
"Hombres (004)",4630,4511,119
"Mujeres (005)",4924,4815,109
"De 30 a 44 años (006)",8479,8418,61
"Hombres (007)",3976,3952,24
"Mujeres (008)",4503,4466,37
"De 45 a 64 años (009)",7109,7028,81
"Hombres (010)",3400,3382,18
"Mujeres (011)",3709,3646,63
"De 65 y más años (012)",3243,3022,221
"Hombres (013)",1402,1357,45
"Mujeres (014)",1841,1665,176
,,,
"URBANA (015)",9097,8950,147
"Hombres (016)",4351,4304,47
"Mujeres (017)",4746,4646,100
"De 18 a 29 años (018)",2988,2939,49
"Hombres (019)",1445,1421,24
"Mujeres (020)",1543,1518,25
"De 30 a 44 años (021)",2867,2856,11
"Hombres (022)",1363,1357,6
"Mujeres (023)",1504,1499,5
"De 45 a 64 años (024)",2292,2271,21
"Hombres (025)",1138,1133,5
"Mujeres (026)",1154,1138,16
"De 65 y más años (027)",950,884,66
"Hombres (028)",405,393,12
"Mujeres (029)",545,491,54
,,,
"RURAL (030)",19288,18844,444
"Hombres (031)",9057,8898,159
"Mujeres (032)",10231,9946,285
"De 18 a 29 años (033)",6566,6387,179
"Hombres (034)",3185,3090,95
"Mujeres (035)",3381,3297,84
"De 30 a 44 años (036)",5612,5562,50
"Hombres (037)",2613,2595,18
"Mujeres (038)",2999,2967,32
"De 45 a 64 años (039)",4817,4757,60
"Hombres (040)",2262,2249,13
"Mujeres (041)",2555,2508,47
"De 65 y más años (042)",2293,2138,155
"Hombres (043)",997,964,33
"Mujeres (044)",1296,1174,122
