"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ILO (000)",57224,1332,796,12799,20296,4812,7419,3711,6059
"Hombres (001)",28931,305,364,6071,10922,2525,3702,1915,3127
"Mujeres (002)",28293,1027,432,6728,9374,2287,3717,1796,2932
"PEA (003)",28096,432,20,2883,10014,2862,5283,2028,4574
"Hombres (004)",17746,121,10,1596,6959,1835,3221,1309,2695
"Mujeres (005)",10350,311,10,1287,3055,1027,2062,719,1879
"Ocupada (006)",26126,410,19,2685,9247,2625,4933,1878,4329
"Hombres (007)",16445,111,9,1457,6420,1689,2997,1221,2541
"Mujeres (008)",9681,299,10,1228,2827,936,1936,657,1788
"Desocupada (009)",1970,22,1,198,767,237,350,150,245
"Hombres (010)",1301,10,1,139,539,146,224,88,154
"Mujeres (011)",669,12,,59,228,91,126,62,91
"No PEA (012)",29128,900,776,9916,10282,1950,2136,1683,1485
"Hombres (013)",11185,184,354,4475,3963,690,481,606,432
"Mujeres (014)",17943,716,422,5441,6319,1260,1655,1077,1053
,,,,,,,,,
"URBANA (018)",56529,1329,794,12732,19944,4730,7344,3679,5977
"Hombres (019)",28362,303,364,6035,10610,2455,3643,1890,3062
"Mujeres (020)",28167,1026,430,6697,9334,2275,3701,1789,2915
"PEA (021)",27758,430,20,2846,9892,2850,5217,2004,4499
"Hombres (022)",17472,120,10,1572,6857,1823,3167,1289,2634
"Mujeres (023)",10286,310,10,1274,3035,1027,2050,715,1865
"Ocupada (024)",25791,409,19,2648,9126,2613,4867,1854,4255
"Hombres (025)",16173,111,9,1433,6319,1677,2943,1201,2480
"Mujeres (026)",9618,298,10,1215,2807,936,1924,653,1775
"Desocupada (027)",1967,21,1,198,766,237,350,150,244
"Hombres (028)",1299,9,1,139,538,146,224,88,154
"Mujeres (029)",668,12,,59,228,91,126,62,90
"No PEA (030)",28771,899,774,9886,10052,1880,2127,1675,1478
"Hombres (031)",10890,183,354,4463,3753,632,476,601,428
"Mujeres (032)",17881,716,420,5423,6299,1248,1651,1074,1050
,,,,,,,,,
"RURAL (036)",695,3,2,67,352,82,75,32,82
"Hombres (037)",569,2,,36,312,70,59,25,65
"Mujeres (038)",126,1,2,31,40,12,16,7,17
"PEA (039)",338,2,,37,122,12,66,24,75
"Hombres (040)",274,1,,24,102,12,54,20,61
"Mujeres (041)",64,1,,13,20,,12,4,14
"Ocupada (042)",335,1,,37,121,12,66,24,74
"Hombres (043)",272,,,24,101,12,54,20,61
"Mujeres (044)",63,1,,13,20,,12,4,13
"Desocupada (045)",3,1,,,1,,,,1
"Hombres (046)",2,1,,,1,,,,
"Mujeres (047)",1,,,,,,,,1
"No PEA (048)",357,1,2,30,230,70,9,8,7
"Hombres (049)",295,1,,12,210,58,5,5,4
"Mujeres (050)",62,,2,18,20,12,4,3,3
