"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ICA (000)",135303,1209,47528,49388,32394,4784
"Empleado (001)",38603,151,12039,15667,10079,667
"Obrero (002)",43907,281,19758,15215,7687,966
"Trabajador independiente (003)",38848,214,9907,14506,11720,2501
"Empleador o patrono (004)",2173,2,454,812,722,183
"Trabajador familiar no remunerado (005)",3505,432,1276,866,692,239
"Trabajador del hogar (006)",2926,79,1316,819,654,58
"Desocupado (008)",5341,50,2778,1503,840,170
"Hombres (009)",83850,817,29540,29245,20565,3683
"Empleado (010)",21227,93,6232,8420,5968,514
"Obrero (011)",29810,231,13597,9514,5607,861
"Trabajador independiente (012)",26531,166,7136,9655,7697,1877
"Empleador o patrono (013)",1514,1,295,551,515,152
"Trabajador familiar no remunerado (014)",1504,275,671,240,189,129
"Trabajador del hogar (015)",213,18,110,50,30,5
"Desocupado (017)",3051,33,1499,815,559,145
"Mujeres (018)",51453,392,17988,20143,11829,1101
"Empleado (019)",17376,58,5807,7247,4111,153
"Obrero (020)",14097,50,6161,5701,2080,105
"Trabajador independiente (021)",12317,48,2771,4851,4023,624
"Empleador o patrono (022)",659,1,159,261,207,31
"Trabajador familiar no remunerado (023)",2001,157,605,626,503,110
"Trabajador del hogar (024)",2713,61,1206,769,624,53
"Desocupado (026)",2290,17,1279,688,281,25
,,,,,,
"URBANA (027)",123416,1153,42809,45389,29825,4240
"Empleado (028)",37330,150,11625,15126,9778,651
"Obrero (029)",36467,262,16306,12742,6379,778
"Trabajador independiente (030)",36702,212,9468,13791,10994,2237
"Empleador o patrono (031)",2052,2,434,779,674,163
"Trabajador familiar no remunerado (032)",3200,405,1159,801,626,209
"Trabajador del hogar (033)",2771,78,1257,768,612,56
"Desocupado (035)",4894,44,2560,1382,762,146
"Hombres (036)",75635,778,26421,26589,18645,3202
"Empleado (037)",20442,92,6018,8064,5767,501
"Obrero (038)",24629,214,11233,7884,4608,690
"Trabajador independiente (039)",24862,164,6814,9131,7113,1640
"Empleador o patrono (040)",1410,1,279,524,473,133
"Trabajador familiar no remunerado (041)",1315,259,580,205,162,109
"Trabajador del hogar (042)",202,18,108,43,28,5
"Desocupado (044)",2775,30,1389,738,494,124
"Mujeres (045)",47781,375,16388,18800,11180,1038
"Empleado (046)",16888,58,5607,7062,4011,150
"Obrero (047)",11838,48,5073,4858,1771,88
"Trabajador independiente (048)",11840,48,2654,4660,3881,597
"Empleador o patrono (049)",642,1,155,255,201,30
"Trabajador familiar no remunerado (050)",1885,146,579,596,464,100
"Trabajador del hogar (051)",2569,60,1149,725,584,51
"Desocupado (053)",2119,14,1171,644,268,22
,,,,,,
"RURAL (054)",11887,56,4719,3999,2569,544
"Empleado (055)",1273,1,414,541,301,16
"Obrero (056)",7440,19,3452,2473,1308,188
"Trabajador independiente (057)",2146,2,439,715,726,264
"Empleador o patrono (058)",121,,20,33,48,20
"Trabajador familiar no remunerado (059)",305,27,117,65,66,30
"Trabajador del hogar (060)",155,1,59,51,42,2
"Desocupado (062)",447,6,218,121,78,24
"Hombres (063)",8215,39,3119,2656,1920,481
"Empleado (064)",785,1,214,356,201,13
"Obrero (065)",5181,17,2364,1630,999,171
"Trabajador independiente (066)",1669,2,322,524,584,237
"Empleador o patrono (067)",104,,16,27,42,19
"Trabajador familiar no remunerado (068)",189,16,91,35,27,20
"Trabajador del hogar (069)",11,,2,7,2,
"Desocupado (071)",276,3,110,77,65,21
"Mujeres (072)",3672,17,1600,1343,649,63
"Empleado (073)",488,,200,185,100,3
"Obrero (074)",2259,2,1088,843,309,17
"Trabajador independiente (075)",477,,117,191,142,27
"Empleador o patrono (076)",17,,4,6,6,1
"Trabajador familiar no remunerado (077)",116,11,26,30,39,10
"Trabajador del hogar (078)",144,1,57,44,40,2
"Desocupado (080)",171,3,108,44,13,3
