"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,,,
"Hogares (001)",7092,4,192,17,13,6651,143,3,69
"Ocupantes presentes (002)",23154,9,543,41,46,21928,473,3,111
"Casa independiente",,,,,,,,,
"Hogares (004)",6902,4,170,17,13,6500,137,2,59
"Ocupantes presentes (005)",22590,9,463,41,46,21482,460,2,87
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",28,,22,,,,,,6
"Ocupantes presentes (011)",100,,80,,,,,,20
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",10,,,,,9,,,1
"Ocupantes presentes (014)",27,,,,,26,,,1
"Choza o cabaña",,,,,,,,,
"Hogares (016)",147,,,,,138,6,1,2
"Ocupantes presentes (017)",432,,,,,416,13,1,2
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,3,,,
"Ocupantes presentes (020)",3,,,,,3,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",1,,,,,1,,,
"Ocupantes presentes (023)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2221,4,180,12,1,1978,1,2,43
"Ocupantes presentes (029)",7056,9,522,30,2,6407,5,2,79
"Casa independiente",,,,,,,,,
"Hogares (031)",2179,4,158,12,1,1965,1,2,36
"Ocupantes presentes (032)",6925,9,442,30,2,6377,5,2,58
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",28,,22,,,,,,6
"Ocupantes presentes (038)",100,,80,,,,,,20
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",10,,,,,9,,,1
"Ocupantes presentes (041)",27,,,,,26,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,3,,,
"Ocupantes presentes (047)",3,,,,,3,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,1,,,
"Ocupantes presentes (050)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4871,,12,5,12,4673,142,1,26
"Ocupantes presentes (056)",16098,,21,11,44,15521,468,1,32
"Casa independiente",,,,,,,,,
"Hogares (058)",4723,,12,5,12,4535,136,,23
"Ocupantes presentes (059)",15665,,21,11,44,15105,455,,29
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",147,,,,,138,6,1,2
"Ocupantes presentes (071)",432,,,,,416,13,1,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
