"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ZARUMILLA",,,,,,,,,
"Hogares (001)",10386,464,146,139,106,54,51,35,9391
"Ocupantes presentes (002)",39616,1646,483,441,403,216,222,170,36035
"Casa independiente",,,,,,,,,
"Hogares (004)",9991,440,134,134,100,53,48,32,9050
"Ocupantes presentes (005)",38457,1598,451,429,381,211,206,166,35015
"Departamento en edificio",,,,,,,,,
"Hogares (007)",70,6,1,,3,,,,60
"Ocupantes presentes (008)",203,11,2,,13,,,,177
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",192,12,8,3,3,,2,1,163
"Ocupantes presentes (011)",519,27,18,8,9,,12,1,444
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",32,2,,,,,,1,29
"Ocupantes presentes (014)",110,3,,,,,,2,105
"Choza o cabaña",,,,,,,,,
"Hogares (016)",8,,,,,,,,8
"Ocupantes presentes (017)",18,,,,,,,,18
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",40,,1,2,,1,1,,35
"Ocupantes presentes (020)",136,,2,4,,5,4,,121
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",28,2,1,,,,,1,24
"Ocupantes presentes (023)",102,5,8,,,,,1,88
"Otro tipo",,,,,,,,,
"Hogares (025)",25,2,1,,,,,,22
"Ocupantes presentes (026)",71,2,2,,,,,,67
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",9409,443,141,134,106,53,50,35,8447
"Ocupantes presentes (029)",35909,1582,464,424,403,215,216,170,32435
"Casa independiente",,,,,,,,,
"Hogares (031)",9024,419,129,129,100,52,47,32,8116
"Ocupantes presentes (032)",34775,1534,432,412,381,210,200,166,31440
"Departamento en edificio",,,,,,,,,
"Hogares (034)",70,6,1,,3,,,,60
"Ocupantes presentes (035)",203,11,2,,13,,,,177
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",192,12,8,3,3,,2,1,163
"Ocupantes presentes (038)",519,27,18,8,9,,12,1,444
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",32,2,,,,,,1,29
"Ocupantes presentes (041)",110,3,,,,,,2,105
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",40,,1,2,,1,1,,35
"Ocupantes presentes (047)",136,,2,4,,5,4,,121
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",26,2,1,,,,,1,22
"Ocupantes presentes (050)",95,5,8,,,,,1,81
"Otro tipo",,,,,,,,,
"Hogares (052)",25,2,1,,,,,,22
"Ocupantes presentes (053)",71,2,2,,,,,,67
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",977,21,5,5,,1,1,,944
"Ocupantes presentes (056)",3707,64,19,17,,1,6,,3600
"Casa independiente",,,,,,,,,
"Hogares (058)",967,21,5,5,,1,1,,934
"Ocupantes presentes (059)",3682,64,19,17,,1,6,,3575
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",8,,,,,,,,8
"Ocupantes presentes (071)",18,,,,,,,,18
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
