"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUARMEY",,,,,,,
"Viviendas particulares (001)",6602,606,600,218,4487,351,340
"Ocupantes presentes (002)",27279,2155,2443,928,19142,1222,1389
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6340,525,581,216,4384,318,316
"Ocupantes presentes (005)",26268,1888,2369,918,18737,1082,1274
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",13,8,,,3,,2
"Ocupantes presentes (008)",58,28,,,20,,10
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",67,50,,,11,,6
"Ocupantes presentes (011)",212,138,,,45,,29
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",46,12,,,27,1,6
"Ocupantes presentes (014)",175,41,,,100,2,32
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",92,6,19,,33,27,7
"Ocupantes presentes (017)",382,28,74,,125,122,33
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",37,3,,2,29,1,2
"Ocupantes presentes (020)",157,18,,10,115,9,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,2,,,,4,1
"Ocupantes presentes (023)",27,14,,,,7,6
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4818,513,284,134,3516,156,215
"Ocupantes presentes (029)",20609,1825,1158,606,15511,573,936
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4649,438,284,132,3446,151,198
"Ocupantes presentes (032)",19981,1586,1158,596,15231,556,854
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",13,8,,,3,,2
"Ocupantes presentes (035)",58,28,,,20,,10
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",67,50,,,11,,6
"Ocupantes presentes (038)",212,138,,,45,,29
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",46,12,,,27,1,6
"Ocupantes presentes (041)",175,41,,,100,2,32
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",37,3,,2,29,1,2
"Ocupantes presentes (047)",157,18,,10,115,9,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,2,,,,3,1
"Ocupantes presentes (050)",26,14,,,,6,6
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1784,93,316,84,971,195,125
"Ocupantes presentes (056)",6670,330,1285,322,3631,649,453
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1691,87,297,84,938,167,118
"Ocupantes presentes (059)",6287,302,1211,322,3506,526,420
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",92,6,19,,33,27,7
"Ocupantes presentes (071)",382,28,74,,125,122,33
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",1,,,,,1,
"Otro tipo",,,,,,,
