"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",16914,6014,2411,590,7969
"Menos de 1 año (001)",327,215,31,10,71
"De 1 a 14 años (002)",4883,2863,716,133,1181
"De 15 a 29 años (003)",4596,1374,364,138,2731
"De 30 a 44 años (004)",3485,852,601,137,1917
"De 45 a 64 años (005)",2582,504,491,116,1495
"De 65 y mas años (006)",1041,206,208,56,574
"Hombres (008)",8951,2933,1222,355,4490
"Menos de 1 año (009)",173,112,17,6,38
"De 1 a 14 años (010)",2552,1507,369,70,611
"De 15 a 29 años (011)",2381,558,186,85,1560
"De 30 a 44 años (012)",1839,387,277,90,1099
"De 45 a 64 años (013)",1448,259,265,76,868
"De 65 y mas años (014)",558,110,108,28,314
"Mujeres (016)",7963,3081,1189,235,3479
"Menos de 1 año (017)",154,103,14,4,33
"De 1 a 14 años (018)",2331,1356,347,63,570
"De 15 a 29 años (019)",2215,816,178,53,1171
"De 30 a 44 años (020)",1646,465,324,47,818
"De 45 a 64 años (021)",1134,245,226,40,627
"De 65 y mas años (022)",483,96,100,28,260
,,,,,
"URBANA (024)",13244,4614,2112,506,6078
"Menos de 1 año (025)",279,181,28,10,60
"De 1 a 14 años (026)",3914,2201,629,118,976
"De 15 a 29 años (027)",3732,1110,321,125,2187
"De 30 a 44 años (028)",2692,633,519,114,1447
"De 45 a 64 años (029)",1957,371,440,96,1071
"De 65 y mas años (030)",670,118,175,43,337
"Hombres (032)",6947,2237,1061,305,3389
"Menos de 1 año (033)",146,95,14,6,31
"De 1 a 14 años (034)",2040,1164,324,63,494
"De 15 a 29 años (035)",1913,447,166,76,1232
"De 30 a 44 años (036)",1404,280,232,75,830
"De 45 a 64 años (037)",1100,189,238,63,627
"De 65 y mas años (038)",344,62,87,22,175
"Mujeres (040)",6297,2377,1051,201,2689
"Menos de 1 año (041)",133,86,14,4,29
"De 1 a 14 años (042)",1874,1037,305,55,482
"De 15 a 29 años (043)",1819,663,155,49,955
"De 30 a 44 años (044)",1288,353,287,39,617
"De 45 a 64 años (045)",857,182,202,33,444
"De 65 y mas años (046)",326,56,88,21,162
,,,,,
"RURAL (048)",3670,1400,299,84,1891
"Menos de 1 año (049)",48,34,3,,11
"De 1 a 14 años (050)",969,662,87,15,205
"De 15 a 29 años (051)",864,264,43,13,544
"De 30 a 44 años (052)",793,219,82,23,470
"De 45 a 64 años (053)",625,133,51,20,424
"De 65 y mas años (054)",371,88,33,13,237
"Hombres (056)",2004,696,161,50,1101
"Menos de 1 año (057)",27,17,3,,7
"De 1 a 14 años (058)",512,343,45,7,117
"De 15 a 29 años (059)",468,111,20,9,328
"De 30 a 44 años (060)",435,107,45,15,269
"De 45 a 64 años (061)",348,70,27,13,241
"De 65 y mas años (062)",214,48,21,6,139
"Mujeres (064)",1666,704,138,34,790
"Menos de 1 año (065)",21,17,,,4
"De 1 a 14 años (066)",457,319,42,8,88
"De 15 a 29 años (067)",396,153,23,4,216
"De 30 a 44 años (068)",358,112,37,8,201
"De 45 a 64 años (069)",277,63,24,7,183
"De 65 y mas años (070)",157,40,12,7,98
