"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MAYNAS (000)",168136,116252,18542,14781,18561
"Empleado (001)",46630,13913,7496,10172,15049
"Obrero (002)",22775,11009,4473,4009,3284
"Trabajador independiente (003)",74633,69999,4634,,
"Empleador o patrono (004)",3043,1941,588,372,142
"Trabajador familiar no remunerado (005)",14744,13079,1351,228,86
"Trabajador del hogar (006)",6311,6311,,,
"De 06 a 14 años (008)",3380,2938,379,45,18
"Empleado (009)",279,236,30,10,3
"Obrero (010)",351,254,70,16,11
"Trabajador independiente (011)",537,500,37,,
"Empleador o patrono (012)",3,3,,,
"Trabajador familiar no remunerado (013)",1865,1600,242,19,4
"Trabajador del hogar (014)",345,345,,,
"De 15 a 29 años (016)",58773,40505,7857,5248,5163
"Empleado (017)",17054,6662,3220,3197,3975
"Obrero (018)",10020,4830,2212,1847,1131
"Trabajador independiente (019)",21204,19560,1644,,
"Empleador o patrono (020)",799,485,191,91,32
"Trabajador familiar no remunerado (021)",6212,5484,590,113,25
"Trabajador del hogar (022)",3484,3484,,,
"De 30 a 44 años (024)",58632,38344,6369,5994,7925
"Empleado (025)",18185,4352,2818,4441,6574
"Obrero (026)",7358,3305,1415,1367,1271
"Trabajador independiente (027)",26988,25375,1613,,
"Empleador o patrono (028)",1097,686,216,137,58
"Trabajador familiar no remunerado (029)",3535,3157,307,49,22
"Trabajador del hogar (030)",1469,1469,,,
"De 45 a 64 años (032)",40438,28440,3525,3279,5194
"Empleado (033)",10448,2409,1333,2398,4308
"Obrero (034)",4476,2238,711,714,813
"Trabajador independiente (035)",21151,20003,1148,,
"Empleador o patrono (036)",978,642,157,134,45
"Trabajador familiar no remunerado (037)",2521,2284,176,33,28
"Trabajador del hogar (038)",864,864,,,
"De 65 y más años (040)",6913,6025,412,215,261
"Empleado (041)",664,254,95,126,189
"Obrero (042)",570,382,65,65,58
"Trabajador independiente (043)",4753,4561,192,,
"Empleador o patrono (044)",166,125,24,10,7
"Trabajador familiar no remunerado (045)",611,554,36,14,7
"Trabajador del hogar (046)",149,149,,,
,,,,,
"URBANA (048)",134536,87262,15238,14021,18015
"Empleado (049)",44913,13309,7001,9904,14699
"Obrero (050)",19059,8692,3698,3565,3104
