"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ACOBAMBA (000)",37949,21590,83,244,14953,314,29,48,1,687
"Hombres (001)",15394,11240,45,127,3363,150,20,28,1,420
"Mujeres (002)",22555,10350,38,117,11590,164,9,20,,267
"De 06 a 14 años (003)",16550,15932,,,300,130,1,7,,180
"Hombres (004)",8403,8123,,,120,67,,3,,90
"Mujeres (005)",8147,7809,,,180,63,1,4,,90
"De 15 a 29 años (006)",10923,5496,5,86,5144,,14,5,1,172
"Hombres (007)",4373,3041,2,43,1162,,9,3,1,112
"Mujeres (008)",6550,2455,3,43,3982,,5,2,,60
"De 30 a 44 años (009)",4582,124,9,60,4276,,8,9,,96
"Hombres (010)",1029,58,5,37,852,,6,7,,64
"Mujeres (011)",3553,66,4,23,3424,,2,2,,32
"De 45 a 64 años (012)",3654,34,30,60,3370,5,6,10,,139
"Hombres (013)",875,15,16,32,710,2,5,8,,87
"Mujeres (014)",2779,19,14,28,2660,3,1,2,,52
"De 65 y más años (015)",2240,4,39,38,1863,179,,17,,100
"Hombres (016)",714,3,22,15,519,81,,7,,67
"Mujeres (017)",1526,1,17,23,1344,98,,10,,33
,,,,,,,,,,
"AREA URBANA (018)",11299,6562,61,139,4310,75,9,12,,131
"Hombres (019)",4653,3325,33,75,1097,35,4,7,,77
"Mujeres (020)",6646,3237,28,64,3213,40,5,5,,54
"De 06 a 14 años (021)",4559,4430,,,67,25,1,4,,32
"Hombres (022)",2262,2202,,,29,11,,2,,18
"Mujeres (023)",2297,2228,,,38,14,1,2,,14
"De 15 a 29 años (024)",3469,2061,2,40,1326,,1,2,,37
"Hombres (025)",1468,1084,1,19,340,,,1,,23
"Mujeres (026)",2001,977,1,21,986,,1,1,,14
"De 30 a 44 años (027)",1461,56,8,38,1333,,5,3,,18
"Hombres (028)",403,29,5,25,325,,3,3,,13
"Mujeres (029)",1058,27,3,13,1008,,2,,,5
"De 45 a 64 años (030)",1157,14,24,42,1049,1,2,2,,23
"Hombres (031)",316,9,13,23,256,,1,1,,13
"Mujeres (032)",841,5,11,19,793,1,1,1,,10
"De 65 y más años (033)",653,1,27,19,535,49,,1,,21
"Hombres (034)",204,1,14,8,147,24,,,,10
"Mujeres (035)",449,,13,11,388,25,,1,,11
,,,,,,,,,,
"AREA RURAL (036)",26650,15028,22,105,10643,239,20,36,1,556
"Hombres (037)",10741,7915,12,52,2266,115,16,21,1,343
"Mujeres (038)",15909,7113,10,53,8377,124,4,15,,213
"De 06 a 14 años (039)",11991,11502,,,233,105,,3,,148
"Hombres (040)",6141,5921,,,91,56,,1,,72
"Mujeres (041)",5850,5581,,,142,49,,2,,76
"De 15 a 29 años (042)",7454,3435,3,46,3818,,13,3,1,135
"Hombres (043)",2905,1957,1,24,822,,9,2,1,89
"Mujeres (044)",4549,1478,2,22,2996,,4,1,,46
"De 30 a 44 años (045)",3121,68,1,22,2943,,3,6,,78
"Hombres (046)",626,29,,12,527,,3,4,,51
"Mujeres (047)",2495,39,1,10,2416,,,2,,27
"De 45 a 64 años (048)",2497,20,6,18,2321,4,4,8,,116
"Hombres (049)",559,6,3,9,454,2,4,7,,74
"Mujeres (050)",1938,14,3,9,1867,2,,1,,42
"De 65 y más años (051)",1587,3,12,19,1328,130,,16,,79
"Hombres (052)",510,2,8,7,372,57,,7,,57
"Mujeres (053)",1077,1,4,12,956,73,,9,,22
