"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia YAROWILCA",,,,,,,,,
"Viviendas particulares (001)",8160,3509,3161,716,522,78,88,30,56
"Ocupantes presentes (002)",32339,12937,12900,3150,2261,337,385,102,267
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8045,3428,3134,711,520,78,88,30,56
"Ocupantes presentes (005)",32023,12732,12826,3127,2247,337,385,102,267
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,1,1,1,,,,,
"Ocupantes presentes (014)",11,2,2,7,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",110,79,25,4,2,,,,
"Ocupantes presentes (017)",301,200,71,16,14,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,,
"Ocupantes presentes (023)",4,3,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1995,763,677,197,197,45,55,17,44
"Ocupantes presentes (029)",7883,2811,2705,830,861,181,212,69,214
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1990,761,675,196,197,45,55,17,44
"Ocupantes presentes (032)",7868,2806,2702,823,861,181,212,69,214
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,1,1,1,,,,,
"Ocupantes presentes (041)",11,2,2,7,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",4,3,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6165,2746,2484,519,325,33,33,13,12
"Ocupantes presentes (056)",24456,10126,10195,2320,1400,156,173,33,53
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6055,2667,2459,515,323,33,33,13,12
"Ocupantes presentes (059)",24155,9926,10124,2304,1386,156,173,33,53
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",110,79,25,4,2,,,,
"Ocupantes presentes (071)",301,200,71,16,14,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
