"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia UCAYALI",,,,,,,
"Viviendas particulares (001)",11487,640,724,201,9407,172,343
"Ocupantes presentes (002)",61017,2397,3898,1078,51217,822,1605
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9099,378,619,187,7482,144,289
"Ocupantes presentes (005)",48769,1434,3318,1007,40964,718,1328
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8,3,,,4,1,
"Ocupantes presentes (008)",29,15,,,12,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",174,122,,3,44,2,3
"Ocupantes presentes (011)",563,368,,15,160,10,10
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",26,16,,1,4,1,4
"Ocupantes presentes (014)",79,43,,4,13,4,15
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2117,106,104,6,1841,20,40
"Ocupantes presentes (017)",11297,483,576,35,9913,67,223
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",42,12,1,4,20,1,4
"Ocupantes presentes (020)",207,44,4,17,109,7,26
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",15,3,,,8,3,1
"Ocupantes presentes (023)",64,10,,,39,14,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,4,,2
"Ocupantes presentes (026)",9,,,,7,,2
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6199,417,344,172,4977,123,166
"Ocupantes presentes (029)",33098,1489,1824,929,27475,618,763
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5933,261,343,164,4897,116,152
"Ocupantes presentes (032)",32163,1009,1820,893,27147,585,709
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8,3,,,4,1,
"Ocupantes presentes (035)",29,15,,,12,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",174,122,,3,44,2,3
"Ocupantes presentes (038)",563,368,,15,160,10,10
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",26,16,,1,4,1,4
"Ocupantes presentes (041)",79,43,,4,13,4,15
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",42,12,1,4,20,1,4
"Ocupantes presentes (047)",207,44,4,17,109,7,26
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",13,3,,,7,2,1
"Ocupantes presentes (050)",54,10,,,33,10,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,1,,2
"Ocupantes presentes (053)",3,,,,1,,2
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5288,223,380,29,4430,49,177
"Ocupantes presentes (056)",27919,908,2074,149,23742,204,842
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3166,117,276,23,2585,28,137
"Ocupantes presentes (059)",16606,425,1498,114,13817,133,619
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2117,106,104,6,1841,20,40
"Ocupantes presentes (071)",11297,483,576,35,9913,67,223
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,1,1,
"Ocupantes presentes (077)",10,,,,6,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,3,,
"Ocupantes presentes (080)",6,,,,6,,
