"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ANTA (000)",31162,17061,179,262,12779,421,16,48,7,389
"Hombres (001)",11678,8918,135,139,2027,196,10,30,7,216
"Mujeres (002)",19484,8143,44,123,10752,225,6,18,,173
"De 06 a 14 años (003)",12847,12308,,,329,101,,7,,102
"Hombres (004)",6620,6361,,,151,57,,6,,45
"Mujeres (005)",6227,5947,,,178,44,,1,,57
"De 15 a 29 años (006)",7819,4646,8,61,2987,,9,10,7,91
"Hombres (007)",3121,2522,6,31,490,,6,6,7,53
"Mujeres (008)",4698,2124,2,30,2497,,3,4,,38
"De 30 a 44 años (009)",4023,68,8,61,3831,,3,2,,50
"Hombres (010)",522,25,3,31,428,,2,2,,31
"Mujeres (011)",3501,43,5,30,3403,,1,,,19
"De 45 a 64 años (012)",3524,35,49,62,3307,4,2,7,,58
"Hombres (013)",554,10,36,25,435,1,1,4,,42
"Mujeres (014)",2970,25,13,37,2872,3,1,3,,16
"De 65 y más años (015)",2949,4,114,78,2325,316,2,22,,88
"Hombres (016)",861,,90,52,523,138,1,12,,45
"Mujeres (017)",2088,4,24,26,1802,178,1,10,,43
,,,,,,,,,,
"AREA URBANA (018)",10586,5943,111,156,4107,99,10,13,4,143
"Hombres (019)",4193,3063,87,90,814,45,4,8,4,78
"Mujeres (020)",6393,2880,24,66,3293,54,6,5,,65
"De 06 a 14 años (021)",4394,4201,,,128,27,,5,,33
"Hombres (022)",2223,2124,,,62,18,,4,,15
"Mujeres (023)",2171,2077,,,66,9,,1,,18
"De 15 a 29 años (024)",2777,1692,3,33,996,,7,4,4,38
"Hombres (025)",1180,918,3,16,212,,4,2,4,21
"Mujeres (026)",1597,774,,17,784,,3,2,,17
"De 30 a 44 años (027)",1306,37,7,34,1206,,1,,,21
"Hombres (028)",222,15,3,20,171,,,,,13
"Mujeres (029)",1084,22,4,14,1035,,1,,,8
"De 45 a 64 años (030)",1062,12,28,35,959,1,1,2,,24
"Hombres (031)",220,6,20,17,158,1,,1,,17
"Mujeres (032)",842,6,8,18,801,,1,1,,7
"De 65 y más años (033)",1047,1,73,54,818,71,1,2,,27
"Hombres (034)",348,,61,37,211,26,,1,,12
"Mujeres (035)",699,1,12,17,607,45,1,1,,15
,,,,,,,,,,
"AREA RURAL (036)",20576,11118,68,106,8672,322,6,35,3,246
"Hombres (037)",7485,5855,48,49,1213,151,6,22,3,138
"Mujeres (038)",13091,5263,20,57,7459,171,,13,,108
"De 06 a 14 años (039)",8453,8107,,,201,74,,2,,69
"Hombres (040)",4397,4237,,,89,39,,2,,30
"Mujeres (041)",4056,3870,,,112,35,,,,39
"De 15 a 29 años (042)",5042,2954,5,28,1991,,2,6,3,53
"Hombres (043)",1941,1604,3,15,278,,2,4,3,32
"Mujeres (044)",3101,1350,2,13,1713,,,2,,21
"De 30 a 44 años (045)",2717,31,1,27,2625,,2,2,,29
"Hombres (046)",300,10,,11,257,,2,2,,18
"Mujeres (047)",2417,21,1,16,2368,,,,,11
"De 45 a 64 años (048)",2462,23,21,27,2348,3,1,5,,34
"Hombres (049)",334,4,16,8,277,,1,3,,25
"Mujeres (050)",2128,19,5,19,2071,3,,2,,9
"De 65 y más años (051)",1902,3,41,24,1507,245,1,20,,61
"Hombres (052)",513,,29,15,312,112,1,11,,33
"Mujeres (053)",1389,3,12,9,1195,133,,9,,28
