"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia VIRU (000)",65642,6894,15388,3863,39734
"Hombres (001)",34129,3410,8723,2361,19794
"Mujeres (002)",31513,3484,6665,1502,19940
"PEA (003)",31468,1970,9225,2590,17877
"Hombres (004)",22416,1380,6440,1854,12882
"Mujeres (005)",9052,590,2785,736,4995
"Ocupada (006)",30684,1906,9149,2560,17262
"Hombres (007)",21886,1334,6387,1830,12474
"Mujeres (008)",8798,572,2762,730,4788
"Desocupada (009)",784,64,76,30,615
"Hombres (010)",530,46,53,24,408
"Mujeres (011)",254,18,23,6,207
"No PEA (012)",34174,4924,6163,1273,21857
"Hombres (013)",11713,2030,2283,507,6912
"Mujeres (014)",22461,2894,3880,766,14945
,,,,,
"URBANA (018)",50396,5028,14040,3485,28070
"Hombres (019)",25920,2482,7926,2114,13551
"Mujeres (020)",24476,2546,6114,1371,14519
"PEA (021)",24650,1557,8471,2362,12450
"Hombres (022)",16929,1055,5855,1668,8488
"Mujeres (023)",7721,502,2616,694,3962
"Ocupada (024)",24084,1507,8402,2334,12030
"Hombres (025)",16538,1020,5808,1646,8200
"Mujeres (026)",7546,487,2594,688,3830
"Desocupada (027)",566,50,69,28,420
"Hombres (028)",391,35,47,22,288
"Mujeres (029)",175,15,22,6,132
"No PEA (030)",25746,3471,5569,1123,15620
"Hombres (031)",8991,1427,2071,446,5063
"Mujeres (032)",16755,2044,3498,677,10557
,,,,,
"RURAL (036)",15246,1866,1348,378,11664
"Hombres (037)",8209,928,797,247,6243
"Mujeres (038)",7037,938,551,131,5421
"PEA (039)",6818,413,754,228,5427
"Hombres (040)",5487,325,585,186,4394
"Mujeres (041)",1331,88,169,42,1033
"Ocupada (042)",6600,399,747,226,5232
"Hombres (043)",5348,314,579,184,4274
"Mujeres (044)",1252,85,168,42,958
"Desocupada (045)",218,14,7,2,195
"Hombres (046)",139,11,6,2,120
"Mujeres (047)",79,3,1,,75
"No PEA (048)",8428,1453,594,150,6237
"Hombres (049)",2722,603,212,61,1849
"Mujeres (050)",5706,850,382,89,4388
