"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia LUYA",,,,,,,,,
"Viviendas particulares (001)",11658,2329,760,126,42,901,6907,317,276
"Ocupantes presentes (002)",48151,9399,3204,547,176,3751,28691,1052,1331
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11468,2313,744,124,38,864,6798,313,274
"Ocupantes presentes (005)",47554,9361,3140,540,164,3653,28332,1041,1323
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,4,,,,,,,
"Ocupantes presentes (008)",7,7,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,5,,,,,,,
"Ocupantes presentes (011)",16,16,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",43,4,16,,,,23,,
"Ocupantes presentes (014)",143,12,64,,,,67,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",127,,,2,4,37,80,2,2
"Ocupantes presentes (017)",403,,,7,12,98,272,6,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,1,,
"Ocupantes presentes (020)",5,,,,,,5,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,,,,,3,1,
"Ocupantes presentes (023)",12,3,,,,,8,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,2,1,
"Ocupantes presentes (026)",11,,,,,,7,4,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5004,1662,358,8,2,83,2753,120,18
"Ocupantes presentes (029)",19349,6340,1359,32,11,276,10916,378,37
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4944,1648,342,8,2,83,2724,119,18
"Ocupantes presentes (032)",19158,6304,1295,32,11,276,10829,374,37
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,4,,,,,,,
"Ocupantes presentes (035)",7,7,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,5,,,,,,,
"Ocupantes presentes (038)",16,16,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",43,4,16,,,,23,,
"Ocupantes presentes (041)",143,12,64,,,,67,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,1,,
"Ocupantes presentes (047)",5,,,,,,5,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,1,,,,,3,,
"Ocupantes presentes (050)",9,1,,,,,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,2,1,
"Ocupantes presentes (053)",11,,,,,,7,4,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6654,667,402,118,40,818,4154,197,258
"Ocupantes presentes (056)",28802,3059,1845,515,165,3475,17775,674,1294
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6524,665,402,116,36,781,4074,194,256
"Ocupantes presentes (059)",28396,3057,1845,508,153,3377,17503,667,1286
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",127,,,2,4,37,80,2,2
"Ocupantes presentes (071)",403,,,7,12,98,272,6,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,2,,,,,,1,
"Ocupantes presentes (077)",3,2,,,,,,1,
"Otro tipo",,,,,,,,,
