"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCAVELICA (000)",34730,217,13547,12213,3259,999,396,149,22,,3928
"Conviviente (001)",7309,45,2868,2577,759,203,52,15,1,,789
"Separado(a) (002)",2129,18,866,760,227,76,27,7,1,,147
"Casado(a) (003)",17517,101,7570,6647,1544,478,188,77,13,,899
"Viudo(a) (004)",4211,42,1607,1543,457,144,84,40,5,,289
"Divorciado(a) (005)",212,2,81,76,28,6,5,2,,,12
"Soltero(a) (006)",3352,9,555,610,244,92,40,8,2,,1792
,,,,,,,,,,,
"URBANA (008)",15620,101,5175,5299,1826,594,223,94,18,,2290
"Conviviente (009)",4198,27,1397,1575,554,144,33,7,1,,460
"Separado(a) (010)",1207,12,442,459,152,48,17,5,1,,71
"Casado(a) (011)",6201,33,2340,2303,747,260,96,49,9,,364
"Viudo(a) (012)",1677,25,661,539,178,70,49,25,5,,125
"Divorciado(a) (013)",114,1,44,36,20,6,1,2,,,4
"Soltero(a) (014)",2223,3,291,387,175,66,27,6,2,,1266
,,,,,,,,,,,
"RURAL (016)",19110,116,8372,6914,1433,405,173,55,4,,1638
"Conviviente (017)",3111,18,1471,1002,205,59,19,8,,,329
"Separado(a) (018)",922,6,424,301,75,28,10,2,,,76
"Casado(a) (019)",11316,68,5230,4344,797,218,92,28,4,,535
"Viudo(a) (020)",2534,17,946,1004,279,74,35,15,,,164
"Divorciado(a) (021)",98,1,37,40,8,,4,,,,8
"Soltero(a) (022)",1129,6,264,223,69,26,13,2,,,526
