"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAMANA (000)",22182,171,6957,8262,5698,1094
"Empleado (001)",4559,23,1569,1904,998,65
"Obrero (002)",6656,35,2126,2620,1639,236
"Trabajador independiente (003)",8755,29,2479,3117,2515,615
"Empleador o patrono (004)",943,2,254,282,280,125
"Trabajador familiar no remunerado (005)",811,63,278,229,193,48
"Trabajador del hogar (006)",458,19,251,110,73,5
"Hombres (008)",14895,114,4623,5402,3898,858
"Empleado (009)",2342,10,705,1009,570,48
"Obrero (010)",5110,32,1639,1929,1293,217
"Trabajador independiente (011)",6233,22,1870,2147,1734,460
"Empleador o patrono (012)",778,2,212,224,228,112
"Trabajador familiar no remunerado (013)",385,44,166,87,69,19
"Trabajador del hogar (014)",47,4,31,6,4,2
"Mujeres (016)",7287,57,2334,2860,1800,236
"Empleado (017)",2217,13,864,895,428,17
"Obrero (018)",1546,3,487,691,346,19
"Trabajador independiente (019)",2522,7,609,970,781,155
"Empleador o patrono (020)",165,,42,58,52,13
"Trabajador familiar no remunerado (021)",426,19,112,142,124,29
"Trabajador del hogar (022)",411,15,220,104,69,3
,,,,,,
"URBANA (024)",17888,146,5101,6841,4912,888
"Empleado (025)",4297,19,1446,1809,966,57
"Obrero (026)",5504,28,1721,2197,1382,176
"Trabajador independiente (027)",6361,25,1355,2363,2097,521
"Empleador o patrono (028)",555,1,78,164,220,92
"Trabajador familiar no remunerado (029)",738,54,264,205,177,38
"Trabajador del hogar (030)",433,19,237,103,70,4
"Hombres (032)",11415,93,3111,4277,3258,676
"Empleado (033)",2211,8,661,951,550,41
"Obrero (034)",4185,25,1314,1606,1081,159
"Trabajador independiente (035)",4194,19,899,1515,1382,379
"Empleador o patrono (036)",441,1,54,126,177,83
"Trabajador familiar no remunerado (037)",342,36,154,74,65,13
"Trabajador del hogar (038)",42,4,29,5,3,1
"Mujeres (040)",6473,53,1990,2564,1654,212
"Empleado (041)",2086,11,785,858,416,16
"Obrero (042)",1319,3,407,591,301,17
"Trabajador independiente (043)",2167,6,456,848,715,142
"Empleador o patrono (044)",114,,24,38,43,9
"Trabajador familiar no remunerado (045)",396,18,110,131,112,25
"Trabajador del hogar (046)",391,15,208,98,67,3
,,,,,,
"RURAL (048)",4294,25,1856,1421,786,206
"Empleado (049)",262,4,123,95,32,8
"Obrero (050)",1152,7,405,423,257,60
"Trabajador independiente (051)",2394,4,1124,754,418,94
"Empleador o patrono (052)",388,1,176,118,60,33
"Trabajador familiar no remunerado (053)",73,9,14,24,16,10
"Trabajador del hogar (054)",25,,14,7,3,1
"Hombres (056)",3480,21,1512,1125,640,182
"Empleado (057)",131,2,44,58,20,7
"Obrero (058)",925,7,325,323,212,58
"Trabajador independiente (059)",2039,3,971,632,352,81
"Empleador o patrono (060)",337,1,158,98,51,29
"Trabajador familiar no remunerado (061)",43,8,12,13,4,6
"Trabajador del hogar (062)",5,,2,1,1,1
"Mujeres (064)",814,4,344,296,146,24
"Empleado (065)",131,2,79,37,12,1
"Obrero (066)",227,,80,100,45,2
"Trabajador independiente (067)",355,1,153,122,66,13
"Empleador o patrono (068)",51,,18,20,9,4
"Trabajador familiar no remunerado (069)",30,1,2,11,12,4
"Trabajador del hogar (070)",20,,12,6,2,
