"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANAS (000)",9128,815,865,4932,135,2324,57
"Sin nivel (001)",1276,8,39,684,17,523,5
"Educación inicial (002)",9,,,1,,8,
"Primaria (003)",4141,32,347,2549,73,1124,16
"Secundaria (004)",2730,163,408,1464,34,631,30
"Superior no univ. incompleta (005)",218,94,31,76,4,12,1
"Superior no univ. completa (006)",371,248,17,87,4,14,1
"Superior univ. incompleta (007)",123,51,17,43,,8,4
"Superior univ. completa (008)",260,219,6,28,3,4,
"Hombres (010)",5833,574,785,3549,90,819,16
"Sin nivel (011)",332,2,18,261,4,47,
"Educación inicial (012)",3,,,1,,2,
"Primaria (013)",2629,20,312,1897,46,349,5
"Secundaria (014)",2150,118,389,1204,30,399,10
"Superior no univ. incompleta (015)",165,65,29,62,4,5,
"Superior no univ. completa (016)",280,184,15,68,3,10,
"Superior univ. incompleta (017)",93,37,16,34,,5,1
"Superior univ. completa (018)",181,148,6,22,3,2,
"Mujeres (020)",3295,241,80,1383,45,1505,41
"Sin nivel (021)",944,6,21,423,13,476,5
"Educación inicial (022)",6,,,,,6,
"Primaria (023)",1512,12,35,652,27,775,11
"Secundaria (024)",580,45,19,260,4,232,20
"Superior no univ. incompleta (025)",53,29,2,14,,7,1
"Superior no univ. completa (026)",91,64,2,19,1,4,1
"Superior univ. incompleta (027)",30,14,1,9,,3,3
"Superior univ. completa (028)",79,71,,6,,2,
,,,,,,,
"URBANA (030)",1797,483,225,813,32,214,30
"Sin nivel (031)",122,5,12,67,5,31,2
"Educación inicial (032)",3,,,,,3,
"Primaria (033)",451,12,75,278,13,66,7
"Secundaria (034)",641,73,99,342,9,102,16
"Superior no univ. incompleta (035)",104,48,16,35,2,2,1
"Superior no univ. completa (036)",215,152,8,47,3,4,1
"Superior univ. incompleta (037)",85,39,11,28,,4,3
"Superior univ. completa (038)",176,154,4,16,,2,
"Hombres (040)",1098,311,196,482,20,80,9
"Sin nivel (041)",23,1,5,15,1,1,
"Primaria (043)",248,6,64,145,8,22,3
"Secundaria (044)",429,43,92,230,7,51,6
"Superior no univ. incompleta (045)",72,30,14,26,2,,
"Superior no univ. completa (046)",150,106,7,33,2,2,
"Superior univ. incompleta (047)",60,27,10,20,,3,
"Superior univ. completa (048)",116,98,4,13,,1,
"Mujeres (050)",699,172,29,331,12,134,21
"Sin nivel (051)",99,4,7,52,4,30,2
"Educación inicial (052)",3,,,,,3,
"Primaria (053)",203,6,11,133,5,44,4
"Secundaria (054)",212,30,7,112,2,51,10
"Superior no univ. incompleta (055)",32,18,2,9,,2,1
"Superior no univ. completa (056)",65,46,1,14,1,2,1
"Superior univ. incompleta (057)",25,12,1,8,,1,3
"Superior univ. completa (058)",60,56,,3,,1,
,,,,,,,
"RURAL (060)",7331,332,640,4119,103,2110,27
"Sin nivel (061)",1154,3,27,617,12,492,3
"Educación inicial (062)",6,,,1,,5,
"Primaria (063)",3690,20,272,2271,60,1058,9
"Secundaria (064)",2089,90,309,1122,25,529,14
"Superior no univ. incompleta (065)",114,46,15,41,2,10,
"Superior no univ. completa (066)",156,96,9,40,1,10,
"Superior univ. incompleta (067)",38,12,6,15,,4,1
"Superior univ. completa (068)",84,65,2,12,3,2,
"Hombres (070)",4735,263,589,3067,70,739,7
"Sin nivel (071)",309,1,13,246,3,46,
"Educación inicial (072)",3,,,1,,2,
"Primaria (073)",2381,14,248,1752,38,327,2
"Secundaria (074)",1721,75,297,974,23,348,4
"Superior no univ. incompleta (075)",93,35,15,36,2,5,
"Superior no univ. completa (076)",130,78,8,35,1,8,
"Superior univ. incompleta (077)",33,10,6,14,,2,1
"Superior univ. completa (078)",65,50,2,9,3,1,
"Mujeres (080)",2596,69,51,1052,33,1371,20
"Sin nivel (081)",845,2,14,371,9,446,3
"Educación inicial (082)",3,,,,,3,
"Primaria (083)",1309,6,24,519,22,731,7
"Secundaria (084)",368,15,12,148,2,181,10
"Superior no univ. incompleta (085)",21,11,,5,,5,
"Superior no univ. completa (086)",26,18,1,5,,2,
"Superior univ. incompleta (087)",5,2,,1,,2,
"Superior univ. completa (088)",19,15,,3,,1,
