"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARABAYA (000)",68596,3829,18897,14213,11026,8654,5124,3262,3591
"Quechua (001)",57703,2734,14682,11930,9465,7652,4655,3096,3489
"Aymara (002)",426,13,21,59,107,111,67,26,22
"Ashaninca (003)",6,,5,,1,,,,
"Otra lengua nativa (004)",23,,3,1,12,2,3,2,
"Castellano (005)",10385,1077,4177,2213,1436,879,390,135,78
"Idioma extranjero (006)",14,,,,,6,6,2,
"Es sordomudo/a (007)",39,5,9,10,5,4,3,1,2
"Hombres (009)",35653,1991,9803,7308,5679,4678,2748,1651,1795
"Quechua (010)",29455,1430,7603,6039,4751,3983,2402,1523,1724
"Aymara (011)",292,7,10,37,69,86,50,20,13
"Ashaninca (012)",3,,3,,,,,,
"Otra lengua nativa (013)",16,,1,,10,2,2,1,
"Castellano (014)",5856,553,2181,1226,848,599,286,106,57
"Idioma extranjero (015)",11,,,,,5,5,1,
"Es sordomudo/a (016)",20,1,5,6,1,3,3,,1
"Mujeres (018)",32943,1838,9094,6905,5347,3976,2376,1611,1796
"Quechua (019)",28248,1304,7079,5891,4714,3669,2253,1573,1765
"Aymara (020)",134,6,11,22,38,25,17,6,9
"Ashaninca (021)",3,,2,,1,,,,
"Otra lengua nativa (022)",7,,2,1,2,,1,1,
"Castellano (023)",4529,524,1996,987,588,280,104,29,21
"Idioma extranjero (024)",3,,,,,1,1,1,
"Es sordomudo/a (025)",19,4,4,4,4,1,,1,1
,,,,,,,,,
"URBANA (027)",28137,1557,8119,5815,4579,3616,2048,1117,1286
"Quechua (028)",20249,792,4817,4188,3516,2973,1735,1008,1220
"Aymara (029)",158,5,7,12,41,48,26,7,12
"Ashaninca (030)",4,,3,,1,,,,
"Otra lengua nativa (031)",21,,3,1,11,2,3,1,
"Castellano (032)",7683,760,3286,1611,1008,588,278,99,53
"Idioma extranjero (033)",13,,,,,5,6,2,
"Es sordomudo/a (034)",9,,3,3,2,,,,1
"Hombres (036)",14225,818,4138,2934,2208,1898,1093,557,579
"Quechua (037)",9911,435,2436,2071,1616,1472,869,472,540
"Aymara (038)",98,2,1,7,25,37,17,6,3
"Ashaninca (039)",2,,2,,,,,,
"Otra lengua nativa (040)",15,,1,,9,2,2,1,
"Castellano (041)",4184,381,1696,855,558,382,200,77,35
"Idioma extranjero (042)",11,,,,,5,5,1,
"Es sordomudo/a (043)",4,,2,1,,,,,1
"Mujeres (045)",13912,739,3981,2881,2371,1718,955,560,707
"Quechua (046)",10338,357,2381,2117,1900,1501,866,536,680
"Aymara (047)",60,3,6,5,16,11,9,1,9
"Ashaninca (048)",2,,1,,1,,,,
"Otra lengua nativa (049)",6,,2,1,2,,1,,
"Castellano (050)",3499,379,1590,756,450,206,78,22,18
"Idioma extranjero (051)",2,,,,,,1,1,
"Es sordomudo/a (052)",5,,1,2,2,,,,
,,,,,,,,,
"RURAL (054)",40459,2272,10778,8398,6447,5038,3076,2145,2305
"Quechua (055)",37454,1942,9865,7742,5949,4679,2920,2088,2269
"Aymara (056)",268,8,14,47,66,63,41,19,10
"Ashaninca (057)",2,,2,,,,,,
"Otra lengua nativa (058)",2,,,,1,,,1,
"Castellano (059)",2702,317,891,602,428,291,112,36,25
"Idioma extranjero (060)",1,,,,,1,,,
"Es sordomudo/a (061)",30,5,6,7,3,4,3,1,1
"Hombres (063)",21428,1173,5665,4374,3471,2780,1655,1094,1216
"Quechua (064)",19544,995,5167,3968,3135,2511,1533,1051,1184
"Aymara (065)",194,5,9,30,44,49,33,14,10
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",1672,172,485,371,290,217,86,29,22
"Es sordomudo/a (070)",16,1,3,5,1,3,3,,
"Mujeres (072)",19031,1099,5113,4024,2976,2258,1421,1051,1089
"Quechua (073)",17910,947,4698,3774,2814,2168,1387,1037,1085
"Aymara (074)",74,3,5,17,22,14,8,5,
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",1,,,,,,,1,
"Castellano (077)",1030,145,406,231,138,74,26,7,3
"Idioma extranjero (078)",1,,,,,1,,,
"Es sordomudo/a (079)",14,4,3,2,2,1,,1,1
