"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YUNGAY (000)",850,236,614
"Sin nivel (001)",106,19,87
"Educación inicial (002)",1,1,
"Primaria (003)",379,92,287
"Secundaria (004)",239,95,144
"Superior no univ. incompleta (005)",20,4,16
"Superior no univ. completa (006)",67,15,52
"Superior univ. incompleta (007)",11,2,9
"Superior univ. completa (008)",27,8,19
"De 14 a 29 años (010)",476,198,278
"Sin nivel (011)",24,10,14
"Educación inicial (012)",1,1,
"Primaria (013)",177,75,102
"Secundaria (014)",200,88,112
"Superior no univ. incompleta (015)",14,4,10
"Superior no univ. completa (016)",36,11,25
"Superior univ. incompleta (017)",7,2,5
"Superior univ. completa (018)",17,7,10
"De 30 a 44 años (020)",235,35,200
"Sin nivel (021)",29,7,22
"Primaria (023)",136,16,120
"Secundaria (024)",27,7,20
"Superior no univ. incompleta (025)",5,,5
"Superior no univ. completa (026)",27,4,23
"Superior univ. incompleta (027)",4,,4
"Superior univ. completa (028)",7,1,6
"De 45 a 64 años (030)",103,3,100
"Sin nivel (031)",34,2,32
"Primaria (033)",51,1,50
"Secundaria (034)",11,,11
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",3,,3
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",36,,36
"Sin nivel (041)",19,,19
"Primaria (043)",15,,15
"Secundaria (044)",1,,1
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",262,61,201
"Sin nivel (051)",20,3,17
"Primaria (053)",78,12,66
"Secundaria (054)",78,26,52
"Superior no univ. incompleta (055)",13,4,9
"Superior no univ. completa (056)",43,8,35
"Superior univ. incompleta (057)",9,2,7
"Superior univ. completa (058)",21,6,15
"De 14 a 29 años (060)",145,53,92
"Sin nivel (061)",6,1,5
"Primaria (063)",27,9,18
"Secundaria (064)",61,23,38
"Superior no univ. incompleta (065)",8,4,4
"Superior no univ. completa (066)",24,8,16
"Superior univ. incompleta (067)",5,2,3
"Superior univ. completa (068)",14,6,8
"De 30 a 44 años (070)",81,7,74
"Sin nivel (071)",6,1,5
"Primaria (073)",37,3,34
"Secundaria (074)",11,3,8
"Superior no univ. incompleta (075)",4,,4
"Superior no univ. completa (076)",15,,15
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",4,,4
"De 45 a 64 años (080)",31,1,30
"Sin nivel (081)",8,1,7
"Primaria (083)",11,,11
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",3,,3
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",5,,5
"Primaria (093)",3,,3
"Secundaria (094)",1,,1
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",588,175,413
"Sin nivel (101)",86,16,70
"Educación inicial (102)",1,1,
"Primaria (103)",301,80,221
"Secundaria (104)",161,69,92
"Superior no univ. incompleta (105)",7,,7
"Superior no univ. completa (106)",24,7,17
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",6,2,4
"De 14 a 29 años (110)",331,145,186
"Sin nivel (111)",18,9,9
"Educación inicial (112)",1,1,
"Primaria (113)",150,66,84
"Secundaria (114)",139,65,74
"Superior no univ. incompleta (115)",6,,6
"Superior no univ. completa (116)",12,3,9
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",3,1,2
"De 30 a 44 años (120)",154,28,126
"Sin nivel (121)",23,6,17
"Primaria (123)",99,13,86
"Secundaria (124)",16,4,12
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",12,4,8
"Superior univ. completa (128)",3,1,2
"De 45 a 64 años (130)",72,2,70
"Sin nivel (131)",26,1,25
"Primaria (133)",40,1,39
"Secundaria (134)",6,,6
"De 65 y más años (140)",31,,31
"Sin nivel (141)",19,,19
"Primaria (143)",12,,12
