"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MARISCAL CACERES",,,,,,,
"Viviendas particulares (001)",11941,2048,260,701,8572,173,187
"Ocupantes presentes (002)",50139,7506,1027,3103,37203,594,706
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9349,1462,212,676,6721,123,155
"Ocupantes presentes (005)",40192,5530,855,3000,29761,446,600
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",51,33,,1,14,1,2
"Ocupantes presentes (008)",157,91,,4,52,2,8
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",389,303,,6,70,3,7
"Ocupantes presentes (011)",1249,897,,39,280,10,23
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",56,42,,1,9,3,1
"Ocupantes presentes (014)",207,164,,4,31,7,1
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1995,169,13,15,1743,38,17
"Ocupantes presentes (017)",7967,681,45,48,7025,117,51
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",71,22,35,2,7,3,2
"Ocupantes presentes (020)",271,88,127,8,30,10,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,11,,,8,2,1
"Ocupantes presentes (023)",63,33,,,24,2,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",8,6,,,,,2
"Ocupantes presentes (026)",33,22,,,,,11
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7179,1568,79,663,4648,93,128
"Ocupantes presentes (029)",30883,5789,316,2952,20944,369,513
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6590,1155,44,653,4541,83,114
"Ocupantes presentes (032)",28926,4510,189,2897,20528,340,462
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",51,33,,1,14,1,2
"Ocupantes presentes (035)",157,91,,4,52,2,8
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",389,303,,6,70,3,7
"Ocupantes presentes (038)",1249,897,,39,280,10,23
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",56,42,,1,9,3,1
"Ocupantes presentes (041)",207,164,,4,31,7,1
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",71,22,35,2,7,3,2
"Ocupantes presentes (047)",271,88,127,8,30,10,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",19,11,,,7,,1
"Ocupantes presentes (050)",60,33,,,23,,4
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,2,,,,,1
"Ocupantes presentes (053)",13,6,,,,,7
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4762,480,181,38,3924,80,59
"Ocupantes presentes (056)",19256,1717,711,151,16259,225,193
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2759,307,168,23,2180,40,41
"Ocupantes presentes (059)",11266,1020,666,103,9233,106,138
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1995,169,13,15,1743,38,17
"Ocupantes presentes (071)",7967,681,45,48,7025,117,51
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,1,2,
"Ocupantes presentes (077)",3,,,,1,2,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,4,,,,,1
"Ocupantes presentes (080)",20,16,,,,,4
