"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ANDAHUAYLAS",,,,,,,
"Viviendas particulares (001)",35330,4221,148,616,29227,610,508
"Ocupantes presentes (002)",142511,14990,594,2632,120284,2126,1885
"Casa independiente",,,,,,,
"Viviendas particulares (004)",34100,3680,148,600,28609,591,472
"Ocupantes presentes (005)",138536,13271,594,2593,118247,2063,1768
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",227,173,,13,34,4,3
"Ocupantes presentes (008)",747,521,,33,167,17,9
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",128,96,,,29,,3
"Ocupantes presentes (011)",478,337,,,123,,18
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",309,215,,,74,7,13
"Ocupantes presentes (014)",1066,675,,,319,20,52
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",506,13,,2,473,5,13
"Ocupantes presentes (017)",1468,26,,5,1390,22,25
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",33,26,,1,4,1,1
"Ocupantes presentes (020)",118,100,,1,14,1,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",20,12,,,4,2,2
"Ocupantes presentes (023)",85,48,,,24,3,10
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,6,,,,,1
"Ocupantes presentes (026)",13,12,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15527,3595,148,511,10767,198,308
"Ocupantes presentes (029)",63451,12929,594,2221,45873,640,1194
"Casa independiente",,,,,,,
"Viviendas particulares (031)",14807,3067,148,497,10626,184,285
"Ocupantes presentes (032)",60968,11236,594,2187,45250,599,1102
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",227,173,,13,34,4,3
"Ocupantes presentes (035)",747,521,,33,167,17,9
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",128,96,,,29,,3
"Ocupantes presentes (038)",478,337,,,123,,18
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",309,215,,,74,7,13
"Ocupantes presentes (041)",1066,675,,,319,20,52
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",33,26,,1,4,1,1
"Ocupantes presentes (047)",118,100,,1,14,1,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",16,12,,,,2,2
"Ocupantes presentes (050)",61,48,,,,3,10
"Otro tipo",,,,,,,
"Viviendas particulares (052)",7,6,,,,,1
"Ocupantes presentes (053)",13,12,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19803,626,,105,18460,412,200
"Ocupantes presentes (056)",79060,2061,,411,74411,1486,691
"Casa independiente",,,,,,,
"Viviendas particulares (058)",19293,613,,103,17983,407,187
"Ocupantes presentes (059)",77568,2035,,406,72997,1464,666
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",506,13,,2,473,5,13
"Ocupantes presentes (071)",1468,26,,5,1390,22,25
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,4,,
"Ocupantes presentes (077)",24,,,,24,,
"Otro tipo",,,,,,,
