"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PACHITEA (000)",55830,16396,1409,30417,6249,313,275,301,470
"Quechua (001)",26229,10542,534,13664,1311,55,36,39,48
"Aymara (002)",56,28,3,19,5,1,,,
"Ashaninca (003)",9,2,2,5,,,,,
"Otra lengua nativa (004)",14,5,1,8,,,,,
"Castellano (005)",29415,5726,864,16712,4933,257,239,262,422
"Es sordomudo/a (007)",107,93,5,9,,,,,
"Hombres (009)",28214,6273,688,16728,3755,178,144,187,261
"Quechua (010)",12522,3743,237,7597,836,33,20,24,32
"Aymara (011)",16,5,1,7,3,,,,
"Ashaninca (012)",2,1,,1,,,,,
"Otra lengua nativa (013)",8,2,,6,,,,,
"Castellano (014)",15609,2474,447,9111,2916,145,124,163,229
"Es sordomudo/a (016)",57,48,3,6,,,,,
"Mujeres (018)",27616,10123,721,13689,2494,135,131,114,209
"Quechua (019)",13707,6799,297,6067,475,22,16,15,16
"Aymara (020)",40,23,2,12,2,1,,,
"Ashaninca (021)",7,1,2,4,,,,,
"Otra lengua nativa (022)",6,3,1,2,,,,,
"Castellano (023)",13806,3252,417,7601,2017,112,115,99,193
"Es sordomudo/a (025)",50,45,2,3,,,,,
,,,,,,,,,
"URBANA (027)",8127,1428,220,3643,1924,192,195,208,317
"Quechua (028)",1860,567,24,902,266,31,23,24,23
"Aymara (029)",5,4,,1,,,,,
"Ashaninca (030)",4,,1,3,,,,,
"Otra lengua nativa (031)",2,,1,1,,,,,
"Castellano (032)",6236,841,193,2733,1658,161,172,184,294
"Es sordomudo/a (034)",20,16,1,3,,,,,
"Hombres (036)",4092,504,115,1930,1057,99,97,123,167
"Quechua (037)",884,150,10,510,157,15,10,14,18
"Otra lengua nativa (040)",1,,,1,,,,,
"Castellano (041)",3196,345,104,1418,900,84,87,109,149
"Es sordomudo/a (043)",11,9,1,1,,,,,
"Mujeres (045)",4035,924,105,1713,867,93,98,85,150
"Quechua (046)",976,417,14,392,109,16,13,10,5
"Aymara (047)",5,4,,1,,,,,
"Ashaninca (048)",4,,1,3,,,,,
"Otra lengua nativa (049)",1,,1,,,,,,
"Castellano (050)",3040,496,89,1315,758,77,85,75,145
"Es sordomudo/a (052)",9,7,,2,,,,,
,,,,,,,,,
"RURAL (054)",47703,14968,1189,26774,4325,121,80,93,153
"Quechua (055)",24369,9975,510,12762,1045,24,13,15,25
"Aymara (056)",51,24,3,18,5,1,,,
"Ashaninca (057)",5,2,1,2,,,,,
"Otra lengua nativa (058)",12,5,,7,,,,,
"Castellano (059)",23179,4885,671,13979,3275,96,67,78,128
"Es sordomudo/a (061)",87,77,4,6,,,,,
"Hombres (063)",24122,5769,573,14798,2698,79,47,64,94
"Quechua (064)",11638,3593,227,7087,679,18,10,10,14
"Aymara (065)",16,5,1,7,3,,,,
"Ashaninca (066)",2,1,,1,,,,,
"Otra lengua nativa (067)",7,2,,5,,,,,
"Castellano (068)",12413,2129,343,7693,2016,61,37,54,80
"Es sordomudo/a (070)",46,39,2,5,,,,,
"Mujeres (072)",23581,9199,616,11976,1627,42,33,29,59
"Quechua (073)",12731,6382,283,5675,366,6,3,5,11
"Aymara (074)",35,19,2,11,2,1,,,
"Ashaninca (075)",3,1,1,1,,,,,
"Otra lengua nativa (076)",5,3,,2,,,,,
"Castellano (077)",10766,2756,328,6286,1259,35,30,24,48
"Es sordomudo/a (079)",41,38,2,1,,,,,
