"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",4072,3983,980,480,473,394,644,471,274,267,89,13822
"De 12 a 14 años (001)",372,370,367,3,,,,,,,2,3
"De 15 a 19 años (002)",400,395,337,48,10,,,,,,5,68
"De 20 a 24 años (003)",351,327,90,147,72,12,6,,,,24,353
"De 25 a 29 años (004)",346,329,49,100,88,57,28,7,,,17,607
"De 30 a 34 años (005)",309,293,27,45,85,68,50,11,6,1,16,765
"De 35 a 39 años (006)",323,316,15,32,57,75,94,31,10,2,7,1088
"De 40 a 44 años (007)",327,324,10,31,42,46,99,68,16,12,3,1390
"De 45 a 49 años (008)",255,252,8,12,20,27,81,44,37,23,3,1354
"De 50 y más años (009)",1389,1377,77,62,99,109,286,310,205,229,12,8194
"PEA (010)",1280,1243,173,220,206,162,226,128,69,59,37,4182
"De 12 a 14 años (011)",13,13,13,,,,,,,,,
"De 15 a 19 años (012)",57,56,41,13,2,,,,,,1,17
"De 20 a 24 años (013)",140,129,47,53,22,5,2,,,,11,121
"De 25 a 29 años (014)",168,160,29,53,39,20,15,4,,,8,276
"De 30 a 34 años (015)",130,120,13,27,38,21,17,2,1,1,10,271
"De 35 a 39 años (016)",152,149,6,24,36,41,33,7,1,1,3,428
"De 40 a 44 años (017)",165,163,4,20,27,26,50,27,5,4,2,628
"De 45 a 49 años (018)",114,113,6,9,14,13,36,16,13,6,1,522
"De 50 y más años (019)",341,340,14,21,28,36,73,72,49,47,1,1919
"Ocupada (020)",1247,1212,163,214,202,157,221,128,69,58,35,4122
"De 12 a 14 años (021)",13,13,13,,,,,,,,,
"De 15 a 19 años (022)",53,52,38,12,2,,,,,,1,16
"De 20 a 24 años (023)",131,121,45,51,19,5,1,,,,10,108
