"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASTILLA (000)",33861,6734,6354,1423,19780
"Hombres (001)",17980,3102,3705,959,10538
"Mujeres (002)",15881,3632,2649,464,9242
"PEA (003)",17015,1657,3723,896,11068
"Hombres (004)",11870,969,2807,758,7629
"Mujeres (005)",5145,688,916,138,3439
"Ocupada (006)",16479,1601,3687,877,10643
"Hombres (007)",11486,934,2789,745,7311
"Mujeres (008)",4993,667,898,132,3332
"Desocupada (009)",536,56,36,19,425
"Hombres (010)",384,35,18,13,318
"Mujeres (011)",152,21,18,6,107
"No PEA (012)",16846,5077,2631,527,8712
"Hombres (013)",6110,2133,898,201,2909
"Mujeres (014)",10736,2944,1733,326,5803
,,,,,
"URBANA (018)",19271,3176,4562,1150,10782
"Hombres (019)",9977,1458,2482,791,5547
"Mujeres (020)",9294,1718,2080,359,5235
"PEA (021)",9806,749,2502,745,6114
"Hombres (022)",6432,410,1765,635,3894
"Mujeres (023)",3374,339,737,110,2220
"Ocupada (024)",9468,721,2471,728,5852
"Hombres (025)",6202,395,1751,623,3705
"Mujeres (026)",3266,326,720,105,2147
"Desocupada (027)",338,28,31,17,262
"Hombres (028)",230,15,14,12,189
"Mujeres (029)",108,13,17,5,73
"No PEA (030)",9465,2427,2060,405,4668
"Hombres (031)",3545,1048,717,156,1653
"Mujeres (032)",5920,1379,1343,249,3015
,,,,,
"RURAL (036)",14590,3558,1792,273,8998
"Hombres (037)",8003,1644,1223,168,4991
"Mujeres (038)",6587,1914,569,105,4007
"PEA (039)",7209,908,1221,151,4954
"Hombres (040)",5438,559,1042,123,3735
"Mujeres (041)",1771,349,179,28,1219
"Ocupada (042)",7011,880,1216,149,4791
"Hombres (043)",5284,539,1038,122,3606
"Mujeres (044)",1727,341,178,27,1185
"Desocupada (045)",198,28,5,2,163
"Hombres (046)",154,20,4,1,129
"Mujeres (047)",44,8,1,1,34
"No PEA (048)",7381,2650,571,122,4044
"Hombres (049)",2565,1085,181,45,1256
"Mujeres (050)",4816,1565,390,77,2788
