"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RECUAY (000)",5477,1085,1161,2601,50,539,41
"Conviviente (001)",1770,306,408,909,19,120,8
"Separado(a) (002)",234,46,37,128,,19,4
"Casado(a) (003)",1727,345,288,919,18,156,1
"Viudo(a) (004)",204,14,26,145,3,13,3
"Divorciado(a) (005)",20,5,2,11,,2,
"Soltero(a) (006)",1522,369,400,489,10,229,25
"Hombres (008)",3919,669,1052,1883,40,274,1
"Conviviente (009)",1380,218,388,708,16,50,
"Separado(a) (010)",97,19,25,48,,5,
"Casado(a) (011)",1317,250,265,717,15,70,
"Viudo(a) (012)",88,7,14,61,1,5,
"Divorciado(a) (013)",15,3,1,10,,1,
"Soltero(a) (014)",1022,172,359,339,8,143,1
"Mujeres (016)",1558,416,109,718,10,265,40
"Conviviente (017)",390,88,20,201,3,70,8
"Separado(a) (018)",137,27,12,80,,14,4
"Casado(a) (019)",410,95,23,202,3,86,1
"Viudo(a) (020)",116,7,12,84,2,8,3
"Divorciado(a) (021)",5,2,1,1,,1,
"Soltero(a) (022)",500,197,41,150,2,86,24
,,,,,,,
"URBANA (024)",3231,860,676,1360,38,264,33
"Conviviente (025)",963,234,249,407,14,53,6
"Separado(a) (026)",147,37,23,74,,10,3
"Casado(a) (027)",1083,287,163,527,13,92,1
"Viudo(a) (028)",118,13,18,75,2,7,3
"Divorciado(a) (029)",15,5,2,7,,1,
"Soltero(a) (030)",905,284,221,270,9,101,20
"Hombres (032)",2162,525,616,876,31,113,1
"Conviviente (033)",721,168,236,284,12,21,
"Separado(a) (034)",52,14,14,21,,3,
"Casado(a) (035)",784,203,154,373,11,43,
"Viudo(a) (036)",45,7,10,26,1,1,
"Divorciado(a) (037)",11,3,1,7,,,
"Soltero(a) (038)",549,130,201,165,7,45,1
"Mujeres (040)",1069,335,60,484,7,151,32
"Conviviente (041)",242,66,13,123,2,32,6
"Separado(a) (042)",95,23,9,53,,7,3
"Casado(a) (043)",299,84,9,154,2,49,1
"Viudo(a) (044)",73,6,8,49,1,6,3
"Divorciado(a) (045)",4,2,1,,,1,
"Soltero(a) (046)",356,154,20,105,2,56,19
,,,,,,,
"RURAL (048)",2246,225,485,1241,12,275,8
"Conviviente (049)",807,72,159,502,5,67,2
"Separado(a) (050)",87,9,14,54,,9,1
"Casado(a) (051)",644,58,125,392,5,64,
"Viudo(a) (052)",86,1,8,70,1,6,
"Divorciado(a) (053)",5,,,4,,1,
"Soltero(a) (054)",617,85,179,219,1,128,5
"Hombres (056)",1757,144,436,1007,9,161,
"Conviviente (057)",659,50,152,424,4,29,
"Separado(a) (058)",45,5,11,27,,2,
"Casado(a) (059)",533,47,111,344,4,27,
"Viudo(a) (060)",43,,4,35,,4,
"Divorciado(a) (061)",4,,,3,,1,
"Soltero(a) (062)",473,42,158,174,1,98,
"Mujeres (064)",489,81,49,234,3,114,8
"Conviviente (065)",148,22,7,78,1,38,2
"Separado(a) (066)",42,4,3,27,,7,1
"Casado(a) (067)",111,11,14,48,1,37,
"Viudo(a) (068)",43,1,4,35,1,2,
"Divorciado(a) (069)",1,,,1,,,
"Soltero(a) (070)",144,43,21,45,,30,5
