"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PIURA (000)",226138,3013,75803,82689,55536,9097
"Empleado (001)",67601,347,23876,26930,15589,859
"Obrero (002)",45052,564,18391,15960,8756,1381
"Trabajador independiente (003)",88942,708,22828,33057,26544,5805
"Empleador o patrono (004)",4657,2,936,1609,1667,443
"Trabajador familiar no remunerado (005)",12086,1200,5622,2920,1842,502
"Trabajador del hogar (006)",7800,192,4150,2213,1138,107
"Hombres (008)",153613,2194,51232,54497,38436,7254
"Empleado (009)",37611,238,12386,14650,9673,664
"Obrero (010)",39734,461,16284,13867,7829,1293
"Trabajador independiente (011)",64947,575,17457,23368,18908,4639
"Empleador o patrono (012)",3467,2,673,1167,1244,381
"Trabajador familiar no remunerado (013)",7613,909,4294,1385,754,271
"Trabajador del hogar (014)",241,9,138,60,28,6
"Mujeres (016)",72525,819,24571,28192,17100,1843
"Empleado (017)",29990,109,11490,12280,5916,195
"Obrero (018)",5318,103,2107,2093,927,88
"Trabajador independiente (019)",23995,133,5371,9689,7636,1166
"Empleador o patrono (020)",1190,,263,442,423,62
"Trabajador familiar no remunerado (021)",4473,291,1328,1535,1088,231
"Trabajador del hogar (022)",7559,183,4012,2153,1110,101
,,,,,,
"URBANA (024)",197951,2416,65155,73784,49399,7197
"Empleado (025)",66623,342,23470,26561,15403,847
"Obrero (026)",31864,369,12634,11571,6383,907
"Trabajador independiente (027)",78982,642,20478,29670,23549,4643
"Empleador o patrono (028)",4022,2,848,1461,1400,311
"Trabajador familiar no remunerado (029)",8990,883,3841,2343,1539,384
"Trabajador del hogar (030)",7470,178,3884,2178,1125,105
"Hombres (032)",128304,1682,41833,46491,32826,5472
"Empleado (033)",37010,234,12159,14419,9545,653
"Obrero (034)",27137,286,10813,9665,5538,835
"Trabajador independiente (035)",55995,516,15407,20360,16172,3540
"Empleador o patrono (036)",2866,2,598,1023,991,252
"Trabajador familiar no remunerado (037)",5067,635,2728,965,553,186
"Trabajador del hogar (038)",229,9,128,59,27,6
"Mujeres (040)",69647,734,23322,27293,16573,1725
"Empleado (041)",29613,108,11311,12142,5858,194
"Obrero (042)",4727,83,1821,1906,845,72
"Trabajador independiente (043)",22987,126,5071,9310,7377,1103
"Empleador o patrono (044)",1156,,250,438,409,59
"Trabajador familiar no remunerado (045)",3923,248,1113,1378,986,198
"Trabajador del hogar (046)",7241,169,3756,2119,1098,99
,,,,,,
"RURAL (048)",28187,597,10648,8905,6137,1900
"Empleado (049)",978,5,406,369,186,12
"Obrero (050)",13188,195,5757,4389,2373,474
"Trabajador independiente (051)",9960,66,2350,3387,2995,1162
"Empleador o patrono (052)",635,,88,148,267,132
"Trabajador familiar no remunerado (053)",3096,317,1781,577,303,118
"Trabajador del hogar (054)",330,14,266,35,13,2
"Hombres (056)",25309,512,9399,8006,5610,1782
"Empleado (057)",601,4,227,231,128,11
"Obrero (058)",12597,175,5471,4202,2291,458
"Trabajador independiente (059)",8952,59,2050,3008,2736,1099
"Empleador o patrono (060)",601,,75,144,253,129
"Trabajador familiar no remunerado (061)",2546,274,1566,420,201,85
"Trabajador del hogar (062)",12,,10,1,1,
"Mujeres (064)",2878,85,1249,899,527,118
"Empleado (065)",377,1,179,138,58,1
"Obrero (066)",591,20,286,187,82,16
"Trabajador independiente (067)",1008,7,300,379,259,63
"Empleador o patrono (068)",34,,13,4,14,3
"Trabajador familiar no remunerado (069)",550,43,215,157,102,33
"Trabajador del hogar (070)",318,14,256,34,12,2
