"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PALLASCA (000)",27147,1433,7354,4802,3567,3232,2407,1706,2646
"Quechua (001)",84,,1,18,25,17,8,6,9
"Aymara (002)",1,,1,,,,,,
"Ashaninca (003)",5,,2,,1,1,1,,
"Otra lengua nativa (004)",49,1,13,8,5,13,1,4,4
"Castellano (005)",26958,1431,7330,4764,3527,3194,2392,1694,2626
"Idioma extranjero (006)",4,,,2,1,,,1,
"Es sordomudo/a (007)",46,1,7,10,8,7,5,1,7
"Hombres (009)",13740,749,3726,2463,1875,1675,1234,840,1178
"Quechua (010)",51,,1,3,17,14,6,4,6
"Aymara (011)",1,,1,,,,,,
"Ashaninca (012)",3,,,,1,1,1,,
"Otra lengua nativa (013)",23,,8,4,4,4,1,1,1
"Castellano (014)",13629,748,3711,2446,1847,1652,1224,834,1167
"Idioma extranjero (015)",1,,,,,,,1,
"Es sordomudo/a (016)",32,1,5,10,6,4,2,,4
"Mujeres (018)",13407,684,3628,2339,1692,1557,1173,866,1468
"Quechua (019)",33,,,15,8,3,2,2,3
"Ashaninca (021)",2,,2,,,,,,
"Otra lengua nativa (022)",26,1,5,4,1,9,,3,3
"Castellano (023)",13329,683,3619,2318,1680,1542,1168,860,1459
"Idioma extranjero (024)",3,,,2,1,,,,
"Es sordomudo/a (025)",14,,2,,2,3,3,1,3
,,,,,,,,,
"URBANA (027)",14162,673,3620,2496,1855,1733,1334,950,1501
"Quechua (028)",62,,1,15,18,16,6,2,4
"Aymara (029)",1,,1,,,,,,
"Ashaninca (030)",4,,1,,1,1,1,,
"Otra lengua nativa (031)",43,1,13,6,5,10,1,3,4
"Castellano (032)",14023,671,3602,2467,1824,1703,1322,944,1490
"Idioma extranjero (033)",4,,,2,1,,,1,
"Es sordomudo/a (034)",25,1,2,6,6,3,4,,3
"Hombres (036)",7093,367,1826,1292,973,866,675,454,640
"Quechua (037)",36,,1,2,12,14,4,1,2
"Aymara (038)",1,,1,,,,,,
"Ashaninca (039)",3,,,,1,1,1,,
"Otra lengua nativa (040)",21,,8,3,4,3,1,1,1
"Castellano (041)",7010,366,1814,1281,951,846,667,451,634
"Idioma extranjero (042)",1,,,,,,,1,
"Es sordomudo/a (043)",21,1,2,6,5,2,2,,3
"Mujeres (045)",7069,306,1794,1204,882,867,659,496,861
"Quechua (046)",26,,,13,6,2,2,1,2
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",22,1,5,3,1,7,,2,3
"Castellano (050)",7013,305,1788,1186,873,857,655,493,856
"Idioma extranjero (051)",3,,,2,1,,,,
"Es sordomudo/a (052)",4,,,,1,1,2,,
,,,,,,,,,
"RURAL (054)",12985,760,3734,2306,1712,1499,1073,756,1145
"Quechua (055)",22,,,3,7,1,2,4,5
"Ashaninca (057)",1,,1,,,,,,
"Otra lengua nativa (058)",6,,,2,,3,,1,
"Castellano (059)",12935,760,3728,2297,1703,1491,1070,750,1136
"Es sordomudo/a (061)",21,,5,4,2,4,1,1,4
"Hombres (063)",6647,382,1900,1171,902,809,559,386,538
"Quechua (064)",15,,,1,5,,2,3,4
"Otra lengua nativa (067)",2,,,1,,1,,,
"Castellano (068)",6619,382,1897,1165,896,806,557,383,533
"Es sordomudo/a (070)",11,,3,4,1,2,,,1
"Mujeres (072)",6338,378,1834,1135,810,690,514,370,607
"Quechua (073)",7,,,2,2,1,,1,1
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",4,,,1,,2,,1,
"Castellano (077)",6316,378,1831,1132,807,685,513,367,603
"Es sordomudo/a (079)",10,,2,,1,2,1,1,3
