"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AIJA (000)",2181,1699,228,107,147
"Hombres (001)",1606,1216,195,97,98
"Mujeres (002)",575,483,33,10,49
"De 06 a 14 años (003)",65,63,2,,
"Hombres (004)",40,38,2,,
"Mujeres (005)",25,25,,,
"De 15 a 29 años (006)",596,450,63,37,46
"Hombres (007)",431,314,56,34,27
"Mujeres (008)",165,136,7,3,19
"De 30 a 44 años (009)",702,507,91,42,62
"Hombres (010)",508,356,74,36,42
"Mujeres (011)",194,151,17,6,20
"De 45 a 64 años (012)",580,453,63,28,36
"Hombres (013)",429,321,54,27,27
"Mujeres (014)",151,132,9,1,9
"De 65 y más años (015)",238,226,9,,3
"Hombres (016)",198,187,9,,2
"Mujeres (017)",40,39,,,1
,,,,,
"URBANA (018)",788,521,104,62,101
"Hombres (019)",522,326,82,54,60
"Mujeres (020)",266,195,22,8,41
"De 06 a 14 años (021)",6,6,,,
"Hombres (022)",4,4,,,
"Mujeres (023)",2,2,,,
"De 15 a 29 años (024)",201,133,20,16,32
"Hombres (025)",127,83,16,14,14
"Mujeres (026)",74,50,4,2,18
"De 30 a 44 años (027)",271,161,42,26,42
"Hombres (028)",172,92,32,21,27
"Mujeres (029)",99,69,10,5,15
"De 45 a 64 años (030)",226,145,37,20,24
"Hombres (031)",152,87,29,19,17
"Mujeres (032)",74,58,8,1,7
"De 65 y más años (033)",84,76,5,,3
"Hombres (034)",67,60,5,,2
"Mujeres (035)",17,16,,,1
,,,,,
"RURAL (036)",1393,1178,124,45,46
"Hombres (037)",1084,890,113,43,38
"Mujeres (038)",309,288,11,2,8
"De 06 a 14 años (039)",59,57,2,,
"Hombres (040)",36,34,2,,
"Mujeres (041)",23,23,,,
"De 15 a 29 años (042)",395,317,43,21,14
"Hombres (043)",304,231,40,20,13
"Mujeres (044)",91,86,3,1,1
"De 30 a 44 años (045)",431,346,49,16,20
"Hombres (046)",336,264,42,15,15
"Mujeres (047)",95,82,7,1,5
"De 45 a 64 años (048)",354,308,26,8,12
"Hombres (049)",277,234,25,8,10
"Mujeres (050)",77,74,1,,2
"De 65 y más años (051)",154,150,4,,
"Hombres (052)",131,127,4,,
"Mujeres (053)",23,23,,,
