"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SECHURA (000)",52042,2161,1531,27291,14528,2025,2412,1075,1019
"Hombres (001)",26071,605,748,13039,8354,1001,1122,615,587
"Mujeres (002)",25971,1556,783,14252,6174,1024,1290,460,432
"PEA (003)",20424,458,62,8673,6943,1094,1805,582,807
"Hombres (004)",14993,261,32,6520,5509,724,1019,400,528
"Mujeres (005)",5431,197,30,2153,1434,370,786,182,279
"Ocupada (006)",19445,437,57,8229,6592,1048,1738,567,777
"Hombres (007)",14164,242,27,6126,5206,689,981,387,506
"Mujeres (008)",5281,195,30,2103,1386,359,757,180,271
"Desocupada (009)",979,21,5,444,351,46,67,15,30
"Hombres (010)",829,19,5,394,303,35,38,13,22
"Mujeres (011)",150,2,,50,48,11,29,2,8
"No PEA (012)",31618,1703,1469,18618,7585,931,607,493,212
"Hombres (013)",11078,344,716,6519,2845,277,103,215,59
"Mujeres (014)",20540,1359,753,12099,4740,654,504,278,153
,,,,,,,,,
"URBANA (018)",48808,1915,1452,25189,13911,1953,2330,1055,1003
"Hombres (019)",24358,510,715,11922,7985,966,1080,601,579
"Mujeres (020)",24450,1405,737,13267,5926,987,1250,454,424
"PEA (021)",18970,384,60,7742,6612,1058,1742,575,797
"Hombres (022)",13792,206,30,5737,5228,696,979,395,521
"Mujeres (023)",5178,178,30,2005,1384,362,763,180,276
"Ocupada (024)",18044,368,55,7328,6274,1016,1675,560,768
"Hombres (025)",13012,192,25,5371,4936,665,941,382,500
"Mujeres (026)",5032,176,30,1957,1338,351,734,178,268
"Desocupada (027)",926,16,5,414,338,42,67,15,29
"Hombres (028)",780,14,5,366,292,31,38,13,21
"Mujeres (029)",146,2,,48,46,11,29,2,8
"No PEA (030)",29838,1531,1392,17447,7299,895,588,480,206
"Hombres (031)",10566,304,685,6185,2757,270,101,206,58
"Mujeres (032)",19272,1227,707,11262,4542,625,487,274,148
,,,,,,,,,
"RURAL (036)",3234,246,79,2102,617,72,82,20,16
"Hombres (037)",1713,95,33,1117,369,35,42,14,8
"Mujeres (038)",1521,151,46,985,248,37,40,6,8
"PEA (039)",1454,74,2,931,331,36,63,7,10
"Hombres (040)",1201,55,2,783,281,28,40,5,7
"Mujeres (041)",253,19,,148,50,8,23,2,3
"Ocupada (042)",1401,69,2,901,318,32,63,7,9
"Hombres (043)",1152,50,2,755,270,24,40,5,6
"Mujeres (044)",249,19,,146,48,8,23,2,3
"Desocupada (045)",53,5,,30,13,4,,,1
"Hombres (046)",49,5,,28,11,4,,,1
"Mujeres (047)",4,,,2,2,,,,
"No PEA (048)",1780,172,77,1171,286,36,19,13,6
"Hombres (049)",512,40,31,334,88,7,2,9,1
"Mujeres (050)",1268,132,46,837,198,29,17,4,5
