"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTA (000)",537,168,369
"De 14 a 29 años (001)",256,111,145
"De 30 a 44 años (002)",176,42,134
"De 45 a 64 años (003)",83,15,68
"De 65 y más años (004)",22,,22
"Hombres (005)",384,116,268
"De 14 a 29 años (006)",169,72,97
"De 30 a 44 años (007)",132,34,98
"De 45 a 64 años (008)",67,10,57
"De 65 y más años (009)",16,,16
"Mujeres (010)",153,52,101
"De 14 a 29 años (011)",87,39,48
"De 30 a 44 años (012)",44,8,36
"De 45 a 64 años (013)",16,5,11
"De 65 y más años (014)",6,,6
,,,
"AREA URBANA (015)",273,82,191
"De 14 a 29 años (016)",114,51,63
"De 30 a 44 años (017)",96,24,72
"De 45 a 64 años (018)",48,7,41
"De 65 y más años (019)",15,,15
"Hombres (020)",187,53,134
"De 14 a 29 años (021)",73,31,42
"De 30 a 44 años (022)",67,18,49
"De 45 a 64 años (023)",36,4,32
"De 65 y más años (024)",11,,11
"Mujeres (025)",86,29,57
"De 14 a 29 años (026)",41,20,21
"De 30 a 44 años (027)",29,6,23
"De 45 a 64 años (028)",12,3,9
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",264,86,178
"De 14 a 29 años (031)",142,60,82
"De 30 a 44 años (032)",80,18,62
"De 45 a 64 años (033)",35,8,27
"De 65 y más años (034)",7,,7
"Hombres (035)",197,63,134
"De 14 a 29 años (036)",96,41,55
"De 30 a 44 años (037)",65,16,49
"De 45 a 64 años (038)",31,6,25
"De 65 y más años (039)",5,,5
"Mujeres (040)",67,23,44
"De 14 a 29 años (041)",46,19,27
"De 30 a 44 años (042)",15,2,13
"De 45 a 64 años (043)",4,2,2
"De 65 y más años (044)",2,,2
