"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANDARAVE (000)",7985,297,1408,1307,1375,1196,906,637,859
"Quechua (001)",55,1,1,8,22,6,8,5,4
"Aymara (002)",1672,6,64,121,229,282,288,253,429
"Ashaninca (003)",6,,,,,2,1,1,2
"Otra lengua nativa (004)",3,,1,,,1,1,,
"Castellano (005)",6242,290,1337,1178,1124,905,607,378,423
"Es sordomudo/a (007)",7,,5,,,,1,,1
"Hombres (009)",4196,138,735,701,727,642,495,332,426
"Quechua (010)",42,,,6,18,6,6,2,4
"Aymara (011)",854,3,32,71,110,161,145,127,205
"Ashaninca (012)",1,,,,,1,,,
"Otra lengua nativa (013)",2,,1,,,,1,,
"Castellano (014)",3293,135,699,624,599,474,343,203,216
"Es sordomudo/a (016)",4,,3,,,,,,1
"Mujeres (018)",3789,159,673,606,648,554,411,305,433
"Quechua (019)",13,1,1,2,4,,2,3,
"Aymara (020)",818,3,32,50,119,121,143,126,224
"Ashaninca (021)",5,,,,,1,1,1,2
"Otra lengua nativa (022)",1,,,,,1,,,
"Castellano (023)",2949,155,638,554,525,431,264,175,207
"Es sordomudo/a (025)",3,,2,,,,1,,
,,,,,,,,,
"URBANA (027)",5194,184,868,842,889,801,583,458,569
"Quechua (028)",35,1,1,4,13,5,4,5,2
"Aymara (029)",1001,1,23,57,132,159,178,179,272
"Ashaninca (030)",4,,,,,,1,1,2
"Otra lengua nativa (031)",1,,,,,1,,,
"Castellano (032)",4147,182,840,781,744,636,399,273,292
"Es sordomudo/a (034)",6,,4,,,,1,,1
"Hombres (036)",2689,90,465,436,458,431,316,227,266
"Quechua (037)",25,,,3,10,5,3,2,2
"Aymara (038)",493,,11,36,59,93,86,85,123
"Castellano (041)",2167,90,451,397,389,333,227,140,140
"Es sordomudo/a (043)",4,,3,,,,,,1
"Mujeres (045)",2505,94,403,406,431,370,267,231,303
"Quechua (046)",10,1,1,1,3,,1,3,
"Aymara (047)",508,1,12,21,73,66,92,94,149
"Ashaninca (048)",4,,,,,,1,1,2
"Otra lengua nativa (049)",1,,,,,1,,,
"Castellano (050)",1980,92,389,384,355,303,172,133,152
"Es sordomudo/a (052)",2,,1,,,,1,,
,,,,,,,,,
"RURAL (054)",2791,113,540,465,486,395,323,179,290
"Quechua (055)",20,,,4,9,1,4,,2
"Aymara (056)",671,5,41,64,97,123,110,74,157
"Ashaninca (057)",2,,,,,2,,,
"Otra lengua nativa (058)",2,,1,,,,1,,
"Castellano (059)",2095,108,497,397,380,269,208,105,131
"Es sordomudo/a (061)",1,,1,,,,,,
"Hombres (063)",1507,48,270,265,269,211,179,105,160
"Quechua (064)",17,,,3,8,1,3,,2
"Aymara (065)",361,3,21,35,51,68,59,42,82
"Ashaninca (066)",1,,,,,1,,,
"Otra lengua nativa (067)",2,,1,,,,1,,
"Castellano (068)",1126,45,248,227,210,141,116,63,76
"Mujeres (072)",1284,65,270,200,217,184,144,74,130
"Quechua (073)",3,,,1,1,,1,,
"Aymara (074)",310,2,20,29,46,55,51,32,75
"Ashaninca (075)",1,,,,,1,,,
"Castellano (077)",969,63,249,170,170,128,92,42,55
"Es sordomudo/a (079)",1,,1,,,,,,
