"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANCHIS (000)",35211,844,9729,12472,9362,2804
"Empleado (001)",5806,43,1665,2660,1374,64
"Obrero (002)",3115,35,1060,1208,686,126
"Trabajador independiente (003)",18259,147,4015,6376,5679,2042
"Empleador o patrono (004)",524,4,136,179,159,46
"Trabajador familiar no remunerado (005)",5498,557,1850,1431,1199,461
"Trabajador del hogar (006)",348,35,203,64,31,15
"Desocupado (008)",1661,23,800,554,234,50
"Hombres (009)",20916,507,5648,7409,5639,1713
"Empleado (010)",3332,24,816,1559,884,49
"Obrero (011)",2622,26,895,1028,573,100
"Trabajador independiente (012)",11366,89,2421,3923,3580,1353
"Empleador o patrono (013)",370,3,94,128,113,32
"Trabajador familiar no remunerado (014)",2073,342,907,387,298,139
"Trabajador del hogar (015)",45,13,25,1,3,3
"Desocupado (017)",1108,10,490,383,188,37
"Mujeres (018)",14295,337,4081,5063,3723,1091
"Empleado (019)",2474,19,849,1101,490,15
"Obrero (020)",493,9,165,180,113,26
"Trabajador independiente (021)",6893,58,1594,2453,2099,689
"Empleador o patrono (022)",154,1,42,51,46,14
"Trabajador familiar no remunerado (023)",3425,215,943,1044,901,322
"Trabajador del hogar (024)",303,22,178,63,28,12
"Desocupado (026)",553,13,310,171,46,13
,,,,,,
"URBANA (027)",21656,442,6382,8342,5380,1110
"Empleado (028)",5284,42,1442,2473,1271,56
"Obrero (029)",1837,17,674,710,373,63
"Trabajador independiente (030)",10608,99,2645,3994,3076,794
"Empleador o patrono (031)",369,4,110,137,95,23
"Trabajador familiar no remunerado (032)",1985,232,725,529,372,127
"Trabajador del hogar (033)",293,31,175,52,24,11
"Desocupado (035)",1280,17,611,447,169,36
"Hombres (036)",12393,271,3587,4758,3137,640
"Empleado (037)",2966,23,689,1415,796,43
"Obrero (038)",1575,16,572,613,322,52
"Trabajador independiente (039)",6000,63,1533,2205,1739,460
"Empleador o patrono (040)",257,3,75,99,63,17
"Trabajador familiar no remunerado (041)",739,148,339,129,82,41
"Trabajador del hogar (042)",35,11,20,,2,2
"Desocupado (044)",821,7,359,297,133,25
"Mujeres (045)",9263,171,2795,3584,2243,470
"Empleado (046)",2318,19,753,1058,475,13
"Obrero (047)",262,1,102,97,51,11
"Trabajador independiente (048)",4608,36,1112,1789,1337,334
"Empleador o patrono (049)",112,1,35,38,32,6
"Trabajador familiar no remunerado (050)",1246,84,386,400,290,86
"Trabajador del hogar (051)",258,20,155,52,22,9
"Desocupado (053)",459,10,252,150,36,11
,,,,,,
"RURAL (054)",13555,402,3347,4130,3982,1694
"Empleado (055)",522,1,223,187,103,8
"Obrero (056)",1278,18,386,498,313,63
"Trabajador independiente (057)",7651,48,1370,2382,2603,1248
"Empleador o patrono (058)",155,,26,42,64,23
"Trabajador familiar no remunerado (059)",3513,325,1125,902,827,334
"Trabajador del hogar (060)",55,4,28,12,7,4
"Desocupado (062)",381,6,189,107,65,14
"Hombres (063)",8523,236,2061,2651,2502,1073
"Empleado (064)",366,1,127,144,88,6
"Obrero (065)",1047,10,323,415,251,48
"Trabajador independiente (066)",5366,26,888,1718,1841,893
"Empleador o patrono (067)",113,,19,29,50,15
"Trabajador familiar no remunerado (068)",1334,194,568,258,216,98
"Trabajador del hogar (069)",10,2,5,1,1,1
"Desocupado (071)",287,3,131,86,55,12
"Mujeres (072)",5032,166,1286,1479,1480,621
"Empleado (073)",156,,96,43,15,2
"Obrero (074)",231,8,63,83,62,15
"Trabajador independiente (075)",2285,22,482,664,762,355
"Empleador o patrono (076)",42,,7,13,14,8
"Trabajador familiar no remunerado (077)",2179,131,557,644,611,236
"Trabajador del hogar (078)",45,2,23,11,6,3
"Desocupado (080)",94,3,58,21,10,2
