"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia ILO (000)",19339,19219,120
"Casa independiente (001)",16982,16879,103
"Departamento en edificio (002)",1687,1687,
"Vivienda en quinta (003)",45,45,
"Vivienda en casa de vecindad (004)",47,47,
"Choza o cabaña (005)",16,,16
"Vivienda improvisada (006)",532,532,
"Local no dest.para hab. humana (007)",25,24,1
"Otro tipo (008)",5,5,
