"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MORROPON (000)",46921,6180,10272,23145,854,5653,817
"Conviviente (001)",17099,1748,4335,9309,348,1188,171
"Separado(a) (002)",1622,292,292,790,36,100,112
"Casado(a) (003)",13541,2033,2224,7813,291,1103,77
"Viudo(a) (004)",1270,80,160,850,32,119,29
"Divorciado(a) (005)",90,27,8,45,2,6,2
"Soltero(a) (006)",13299,2000,3253,4338,145,3137,426
"Hombres (008)",36421,3337,9280,18795,737,4241,31
"Conviviente (009)",13669,1085,3939,7625,310,704,6
"Separado(a) (010)",737,73,199,388,26,49,2
"Casado(a) (011)",10665,1203,2018,6565,255,621,3
"Viudo(a) (012)",794,21,118,572,21,61,1
"Divorciado(a) (013)",49,8,5,32,,4,
"Soltero(a) (014)",10507,947,3001,3613,125,2802,19
"Mujeres (016)",10500,2843,992,4350,117,1412,786
"Conviviente (017)",3430,663,396,1684,38,484,165
"Separado(a) (018)",885,219,93,402,10,51,110
"Casado(a) (019)",2876,830,206,1248,36,482,74
"Viudo(a) (020)",476,59,42,278,11,58,28
"Divorciado(a) (021)",41,19,3,13,2,2,2
"Soltero(a) (022)",2792,1053,252,725,20,335,407
,,,,,,,
"URBANA (024)",28836,5459,6110,13907,614,2098,648
"Conviviente (025)",11100,1543,2705,5931,234,534,153
"Separado(a) (026)",1212,264,192,594,27,36,99
"Casado(a) (027)",7943,1787,1239,4213,218,421,65
"Viudo(a) (028)",710,73,94,445,28,43,27
"Divorciado(a) (029)",72,26,8,30,2,4,2
"Soltero(a) (030)",7799,1766,1872,2694,105,1060,302
"Hombres (032)",20742,2939,5435,10465,508,1371,24
"Conviviente (033)",8406,956,2430,4564,200,250,6
"Separado(a) (034)",503,67,127,273,20,14,2
"Casado(a) (035)",5737,1052,1101,3226,184,171,3
"Viudo(a) (036)",372,19,64,250,17,21,1
"Divorciado(a) (037)",37,8,5,21,,3,
"Soltero(a) (038)",5687,837,1708,2131,87,912,12
"Mujeres (040)",8094,2520,675,3442,106,727,624
"Conviviente (041)",2694,587,275,1367,34,284,147
"Separado(a) (042)",709,197,65,321,7,22,97
"Casado(a) (043)",2206,735,138,987,34,250,62
"Viudo(a) (044)",338,54,30,195,11,22,26
"Divorciado(a) (045)",35,18,3,9,2,1,2
"Soltero(a) (046)",2112,929,164,563,18,148,290
,,,,,,,
"RURAL (048)",18085,721,4162,9238,240,3555,169
"Conviviente (049)",5999,205,1630,3378,114,654,18
"Separado(a) (050)",410,28,100,196,9,64,13
"Casado(a) (051)",5598,246,985,3600,73,682,12
"Viudo(a) (052)",560,7,66,405,4,76,2
"Divorciado(a) (053)",18,1,,15,,2,
"Soltero(a) (054)",5500,234,1381,1644,40,2077,124
"Hombres (056)",15679,398,3845,8330,229,2870,7
"Conviviente (057)",5263,129,1509,3061,110,454,
"Separado(a) (058)",234,6,72,115,6,35,
"Casado(a) (059)",4928,151,917,3339,71,450,
"Viudo(a) (060)",422,2,54,322,4,40,
"Divorciado(a) (061)",12,,,11,,1,
"Soltero(a) (062)",4820,110,1293,1482,38,1890,7
"Mujeres (064)",2406,323,317,908,11,685,162
"Conviviente (065)",736,76,121,317,4,200,18
"Separado(a) (066)",176,22,28,81,3,29,13
"Casado(a) (067)",670,95,68,261,2,232,12
"Viudo(a) (068)",138,5,12,83,,36,2
"Divorciado(a) (069)",6,1,,4,,1,
"Soltero(a) (070)",680,124,88,162,2,187,117
