"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONDORCANQUI (000)",33353,4946,659,19567,6834,416,496,131,304
"Hombres (001)",16857,1474,341,9372,4718,288,342,105,217
"Mujeres (002)",16496,3472,318,10195,2116,128,154,26,87
"PEA (003)",10792,1610,20,5273,2765,295,435,105,289
"Hombres (004)",6388,429,4,2933,2205,214,313,85,205
"Mujeres (005)",4404,1181,16,2340,560,81,122,20,84
"Ocupada (006)",10367,1577,20,5069,2601,286,424,103,287
"Hombres (007)",6023,411,4,2761,2047,207,306,83,204
"Mujeres (008)",4344,1166,16,2308,554,79,118,20,83
"Desocupada (009)",425,33,,204,164,9,11,2,2
"Hombres (010)",365,18,,172,158,7,7,2,1
"Mujeres (011)",60,15,,32,6,2,4,,1
"No PEA (012)",22561,3336,639,14294,4069,121,61,26,15
"Hombres (013)",10469,1045,337,6439,2513,74,29,20,12
"Mujeres (014)",12092,2291,302,7855,1556,47,32,6,3
,,,,,,,,,
"URBANA (018)",5340,284,166,2358,1889,169,238,47,189
"Hombres (019)",2759,79,91,1015,1138,113,157,34,132
"Mujeres (020)",2581,205,75,1343,751,56,81,13,57
"PEA (021)",1692,65,2,461,637,103,204,42,178
"Hombres (022)",1077,17,,246,445,75,142,29,123
"Mujeres (023)",615,48,2,215,192,28,62,13,55
"Ocupada (024)",1617,63,2,441,594,99,200,42,176
"Hombres (025)",1016,17,,230,405,72,141,29,122
"Mujeres (026)",601,46,2,211,189,27,59,13,54
"Desocupada (027)",75,2,,20,43,4,4,,2
"Hombres (028)",61,,,16,40,3,1,,1
"Mujeres (029)",14,2,,4,3,1,3,,1
"No PEA (030)",3648,219,164,1897,1252,66,34,5,11
"Hombres (031)",1682,62,91,769,693,38,15,5,9
"Mujeres (032)",1966,157,73,1128,559,28,19,,2
,,,,,,,,,
"RURAL (036)",28013,4662,493,17209,4945,247,258,84,115
"Hombres (037)",14098,1395,250,8357,3580,175,185,71,85
"Mujeres (038)",13915,3267,243,8852,1365,72,73,13,30
"PEA (039)",9100,1545,18,4812,2128,192,231,63,111
"Hombres (040)",5311,412,4,2687,1760,139,171,56,82
"Mujeres (041)",3789,1133,14,2125,368,53,60,7,29
"Ocupada (042)",8750,1514,18,4628,2007,187,224,61,111
"Hombres (043)",5007,394,4,2531,1642,135,165,54,82
"Mujeres (044)",3743,1120,14,2097,365,52,59,7,29
"Desocupada (045)",350,31,,184,121,5,7,2,
"Hombres (046)",304,18,,156,118,4,6,2,
"Mujeres (047)",46,13,,28,3,1,1,,
"No PEA (048)",18913,3117,475,12397,2817,55,27,21,4
"Hombres (049)",8787,983,246,5670,1820,36,14,15,3
"Mujeres (050)",10126,2134,229,6727,997,19,13,6,1
