"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PURUS (000)",3352,262,431,481,396,650,521,528,83
"Sabe leer y escribir (001)",2370,,191,422,355,585,443,346,28
"No sabe leer y escribir (002)",982,262,240,59,41,65,78,182,55
"Hombres (004)",1805,138,227,254,205,348,293,297,43
"Sabe leer y escribir (005)",1394,,94,227,194,332,283,245,19
"No sabe leer y escribir (006)",411,138,133,27,11,16,10,52,24
"Mujeres (008)",1547,124,204,227,191,302,228,231,40
"Sabe leer y escribir (009)",976,,97,195,161,253,160,101,9
"No sabe leer y escribir (010)",571,124,107,32,30,49,68,130,31
,,,,,,,,,
"URBANA (012)",1143,71,110,151,130,246,214,201,20
"Sabe leer y escribir (013)",951,,59,139,123,234,203,177,16
"No sabe leer y escribir (014)",192,71,51,12,7,12,11,24,4
"Hombres (016)",647,32,64,84,69,138,123,125,12
"Sabe leer y escribir (017)",569,,31,78,68,138,122,121,11
"No sabe leer y escribir (018)",78,32,33,6,1,,1,4,1
"Mujeres (020)",496,39,46,67,61,108,91,76,8
"Sabe leer y escribir (021)",382,,28,61,55,96,81,56,5
"No sabe leer y escribir (022)",114,39,18,6,6,12,10,20,3
,,,,,,,,,
"RURAL (024)",2209,191,321,330,266,404,307,327,63
"Sabe leer y escribir (025)",1419,,132,283,232,351,240,169,12
"No sabe leer y escribir (026)",790,191,189,47,34,53,67,158,51
"Hombres (028)",1158,106,163,170,136,210,170,172,31
"Sabe leer y escribir (029)",825,,63,149,126,194,161,124,8
"No sabe leer y escribir (030)",333,106,100,21,10,16,9,48,23
"Mujeres (032)",1051,85,158,160,130,194,137,155,32
"Sabe leer y escribir (033)",594,,69,134,106,157,79,45,4
"No sabe leer y escribir (034)",457,85,89,26,24,37,58,110,28
