"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia SAN ROMAN",,,,,,,
"Hogares (001)",63648,2089,650,317,1148,1390,58433
"Ocupantes presentes (002)",238281,8401,2525,1446,4657,5962,216825
"Casa independiente",,,,,,,
"Hogares (004)",56116,1872,599,295,1041,1250,51408
"Ocupantes presentes (005)",213002,7598,2324,1359,4268,5403,193474
"Departamento en edificio",,,,,,,
"Hogares (007)",763,44,7,3,5,7,700
"Ocupantes presentes (008)",2475,162,21,10,15,27,2248
"Vivienda en quinta",,,,,,,
"Hogares (010)",776,29,5,5,16,11,717
"Ocupantes presentes (011)",2738,98,18,22,67,58,2499
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",5663,138,38,12,81,115,5298
"Ocupantes presentes (014)",19087,527,156,44,293,458,17684
"Choza o cabaña",,,,,,,
"Hogares (016)",241,4,1,1,3,5,227
"Ocupantes presentes (017)",727,14,6,7,8,10,682
"Vivienda improvisada",,,,,,,
"Hogares (019)",16,,,,,,16
"Ocupantes presentes (020)",48,,,,,,48
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",54,2,,1,2,1,49
"Ocupantes presentes (023)",155,2,,4,6,1,146
"Otro tipo",,,,,,,
"Hogares (025)",19,,,,,1,18
"Ocupantes presentes (026)",49,,,,,5,44
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",57685,2000,539,282,1029,1278,52898
"Ocupantes presentes (029)",218183,8118,2221,1297,4242,5570,198162
"Casa independiente",,,,,,,
"Hogares (031)",50395,1787,489,261,925,1143,46101
"Ocupantes presentes (032)",193636,7329,2026,1217,3861,5021,175498
"Departamento en edificio",,,,,,,
"Hogares (034)",763,44,7,3,5,7,700
"Ocupantes presentes (035)",2475,162,21,10,15,27,2248
"Vivienda en quinta",,,,,,,
"Hogares (037)",776,29,5,5,16,11,717
"Ocupantes presentes (038)",2738,98,18,22,67,58,2499
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",5663,138,38,12,81,115,5298
"Ocupantes presentes (041)",19087,527,156,44,293,458,17684
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",16,,,,,,16
"Ocupantes presentes (047)",48,,,,,,48
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",53,2,,1,2,1,48
"Ocupantes presentes (050)",150,2,,4,6,1,141
"Otro tipo",,,,,,,
"Hogares (052)",19,,,,,1,18
"Ocupantes presentes (053)",49,,,,,5,44
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",5963,89,111,35,119,112,5535
"Ocupantes presentes (056)",20098,283,304,149,415,392,18663
"Casa independiente",,,,,,,
"Hogares (058)",5721,85,110,34,116,107,5307
"Ocupantes presentes (059)",19366,269,298,142,407,382,17976
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",241,4,1,1,3,5,227
"Ocupantes presentes (071)",727,14,6,7,8,10,682
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",1,,,,,,1
"Ocupantes presentes (077)",5,,,,,,5
"Otro tipo",,,,,,,
