"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MELGAR (000)",69015,10820,1921,28727,20100,2101,2264,1322,1760
"Jefe o Jefa (001)",20525,3191,10,8196,5999,742,1048,389,950
"Esposa(o)/ compa¤era(o) (002)",10653,1995,11,5016,2627,227,433,100,244
"Hijo(a)/ hijastro(a) (003)",29470,3933,1573,12277,9208,865,540,684,390
"Yerno/ nuera (004)",694,13,,185,323,41,72,25,35
"Nieto(a) (005)",2398,558,196,1138,432,32,10,31,1
"Padres/ suegros (006)",782,551,,190,31,1,4,,5
"Otro(a) pariente (007)",3488,432,117,1397,1156,143,105,62,76
"Trabajador(a) del hogar (008)",98,13,1,46,34,2,,2,
"Pensionista (009)",14,1,,2,8,1,1,,1
"Otro(a) no pariente (010)",893,133,13,280,282,47,51,29,58
"Hombres (012)",33228,3665,947,13171,11045,1189,1255,826,1130
"Jefe o Jefa (013)",13600,1094,4,5472,4578,560,814,304,774
"Esposa(o)/ compa¤era(o) (014)",687,40,,239,270,33,49,15,41
"Hijo(a)/ hijastro(a) (015)",14973,1952,774,5949,4964,447,259,409,219
"Yerno/ nuera (016)",361,3,,83,171,19,48,17,20
"Nieto(a) (017)",1200,274,97,569,224,16,2,17,1
"Padres/ suegros (018)",200,83,,94,20,,1,,2
"Otro(a) pariente (019)",1751,167,64,644,645,87,52,46,46
"Trabajador(a) del hogar (020)",27,5,,9,11,1,,1,
"Pensionista (021)",5,,,,4,1,,,
"Otro(a) no pariente (022)",424,47,8,112,158,25,30,17,27
"Mujeres (024)",35787,7155,974,15556,9055,912,1009,496,630
"Jefe o Jefa (025)",6925,2097,6,2724,1421,182,234,85,176
"Esposa(o)/ compa¤era(o) (026)",9966,1955,11,4777,2357,194,384,85,203
"Hijo(a)/ hijastro(a) (027)",14497,1981,799,6328,4244,418,281,275,171
"Yerno/ nuera (028)",333,10,,102,152,22,24,8,15
"Nieto(a) (029)",1198,284,99,569,208,16,8,14,
"Padres/ suegros (030)",582,468,,96,11,1,3,,3
"Otro(a) pariente (031)",1737,265,53,753,511,56,53,16,30
"Trabajador(a) del hogar (032)",71,8,1,37,23,1,,1,
"Pensionista (033)",9,1,,2,4,,1,,1
"Otro(a) no pariente (034)",469,86,5,168,124,22,21,12,31
,,,,,,,,,
"URBANA (036)",32889,4183,867,11246,10717,1535,1882,1012,1447
"Jefe o Jefa (037)",9933,1183,4,2993,3217,552,881,309,794
"Esposa(o)/ compa¤era(o) (038)",4708,588,2,1671,1540,188,403,86,230
"Hijo(a)/ hijastro(a) (039)",13744,1647,703,5080,4542,572,393,504,303
"Yerno/ nuera (040)",346,5,,59,144,33,58,17,30
"Nieto(a) (041)",1012,212,83,438,224,24,7,24,
"Padres/ suegros (042)",404,271,,101,24,1,3,,4
"Otro(a) pariente (043)",2117,210,67,735,792,117,95,49,52
"Trabajador(a) del hogar (044)",63,3,,27,29,2,,2,
"Pensionista (045)",12,1,,2,7,1,1,,
