"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MAYNAS (000)",419197,98000,145661,89786,64663,21087
"Hombres (001)",210945,49721,72549,44390,33838,10447
"Mujeres (002)",208252,48279,73112,45396,30825,10640
"PEA (003)",178635,3625,64586,61293,41995,7136
"Hombres (004)",115757,2220,42194,38702,27560,5081
"Mujeres (005)",62878,1405,22392,22591,14435,2055
"Ocupada (006)",168136,3380,58773,58632,40438,6913
"Hombres (007)",108369,2065,38373,36771,26274,4886
"Mujeres (008)",59767,1315,20400,21861,14164,2027
"Desocupada (009)",10499,245,5813,2661,1557,223
"Hombres (010)",7388,155,3821,1931,1286,195
"Mujeres (011)",3111,90,1992,730,271,28
"No PEA (012)",240562,94375,81075,28493,22668,13951
"Hombres (013)",95188,47501,30355,5688,6278,5366
"Mujeres (014)",145374,46874,50720,22805,16390,8585
,,,,,,
"URBANA (018)",337795,73766,120324,73859,52949,16897
"Hombres (019)",166141,37201,58545,35457,26965,7973
"Mujeres (020)",171654,36565,61779,38402,25984,8924
"PEA (021)",143452,2303,52094,50459,33900,4696
"Hombres (022)",89568,1369,32808,30673,21509,3209
"Mujeres (023)",53884,934,19286,19786,12391,1487
"Ocupada (024)",134536,2130,47127,48203,32563,4513
"Hombres (025)",83535,1263,29687,29103,20431,3051
"Mujeres (026)",51001,867,17440,19100,12132,1462
"Desocupada (027)",8916,173,4967,2256,1337,183
"Hombres (028)",6033,106,3121,1570,1078,158
"Mujeres (029)",2883,67,1846,686,259,25
"No PEA (030)",194343,71463,68230,23400,19049,12201
"Hombres (031)",76573,35832,25737,4784,5456,4764
"Mujeres (032)",117770,35631,42493,18616,13593,7437
,,,,,,
"RURAL (036)",81402,24234,25337,15927,11714,4190
"Hombres (037)",44804,12520,14004,8933,6873,2474
"Mujeres (038)",36598,11714,11333,6994,4841,1716
"PEA (039)",35183,1322,12492,10834,8095,2440
"Hombres (040)",26189,851,9386,8029,6051,1872
"Mujeres (041)",8994,471,3106,2805,2044,568
"Ocupada (042)",33600,1250,11646,10429,7875,2400
"Hombres (043)",24834,802,8686,7668,5843,1835
"Mujeres (044)",8766,448,2960,2761,2032,565
"Desocupada (045)",1583,72,846,405,220,40
"Hombres (046)",1355,49,700,361,208,37
"Mujeres (047)",228,23,146,44,12,3
"No PEA (048)",46219,22912,12845,5093,3619,1750
"Hombres (049)",18615,11669,4618,904,822,602
"Mujeres (050)",27604,11243,8227,4189,2797,1148
