"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHURCAMPA (000)",41747,15136,3006,480,23158
"Quechua (001)",33025,12199,964,256,19622
"Aymara (002)",27,13,3,2,10
"Asháninka (003)",4,1,1,2,1
"Otra lengua nativa (004)",19,7,2,1,9
"Castellano (005)",8542,2902,2033,219,3403
"Idioma Extranjero (006)",3,,,,3
"Es Sordomudo/a (007)",127,14,3,,110
"Hombres (009)",20557,7317,1789,272,11196
"Quechua (010)",15828,5855,530,127,9325
"Aymara (011)",16,7,3,1,6
"Asháninka (012)",3,1,1,2,
"Otra lengua nativa (013)",8,2,,1,5
"Castellano (014)",4643,1444,1254,141,1810
"Idioma Extranjero (015)",3,,,,3
"Es Sordomudo/a (016)",56,8,1,,47
"Mujeres (018)",21190,7819,1217,208,11962
"Quechua (019)",17197,6344,434,129,10297
"Aymara (020)",11,6,,1,4
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",11,5,2,,4
"Castellano (023)",3899,1458,779,78,1593
"Es Sordomudo/a (025)",71,6,2,,63
,,,,,
"URBANA (027)",9638,2036,2402,240,4976
"Quechua (028)",4338,783,592,75,2892
"Aymara (029)",8,1,3,1,3
"Asháninka (030)",2,,1,1,
"Otra lengua nativa (031)",11,5,2,,4
"Castellano (032)",5243,1244,1802,163,2046
"Idioma Extranjero (033)",3,,,,3
"Es Sordomudo/a (034)",33,3,2,,28
"Hombres (036)",4976,988,1470,149,2377
"Quechua (037)",2031,375,334,36,1289
"Aymara (038)",6,1,3,,2
"Asháninka (039)",2,,1,1,
"Otra lengua nativa (040)",3,1,,,2
"Castellano (041)",2920,609,1131,112,1073
"Idioma Extranjero (042)",3,,,,3
"Es Sordomudo/a (043)",11,2,1,,8
"Mujeres (045)",4662,1048,932,91,2599
"Quechua (046)",2307,408,258,39,1603
"Aymara (047)",2,,,1,1
"Otra lengua nativa (049)",8,4,2,,2
"Castellano (050)",2323,635,671,51,973
"Es Sordomudo/a (052)",22,1,1,,20
,,,,,
"RURAL (054)",32109,13100,604,240,18182
"Quechua (055)",28687,11416,372,181,16730
"Aymara (056)",19,12,,1,7
"Asháninka (057)",2,1,,1,1
"Otra lengua nativa (058)",8,2,,1,5
"Castellano (059)",3299,1658,231,56,1357
"Es Sordomudo/a (061)",94,11,1,,82
"Hombres (063)",15581,6329,319,123,8819
"Quechua (064)",13797,5480,196,91,8036
"Aymara (065)",10,6,,1,4
"Asháninka (066)",1,1,,1,
"Otra lengua nativa (067)",5,1,,1,3
"Castellano (068)",1723,835,123,29,737
"Es Sordomudo/a (070)",45,6,,,39
"Mujeres (072)",16528,6771,285,117,9363
"Quechua (073)",14890,5936,176,90,8694
"Aymara (074)",9,6,,,3
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",3,1,,,2
"Castellano (077)",1576,823,108,27,620
"Es Sordomudo/a (079)",49,5,1,,43
