"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAJABAMBA (000)",19058,246,7458,6423,1938,689,312,137,26,,1829
"Conviviente (001)",9197,122,3981,3046,872,270,118,48,2,,738
"Separado(a) (002)",1638,27,596,583,217,98,34,9,1,,73
"Casado(a) (003)",4953,56,1942,1833,525,205,90,48,8,,246
"Viudo(a) (004)",1847,27,682,678,192,56,39,25,10,,138
"Divorciado(a) (005)",74,3,29,21,12,1,3,,,,5
"Soltero(a) (006)",1349,11,228,262,120,59,28,7,5,,629
,,,,,,,,,,,
"URBANA (008)",5163,54,1604,1725,678,285,131,50,10,,626
"Conviviente (009)",2010,23,709,694,252,88,36,11,,,197
"Separado(a) (010)",455,5,146,160,69,35,9,7,,,24
"Casado(a) (011)",1569,14,484,572,221,107,52,16,4,,99
"Viudo(a) (012)",461,7,167,149,50,13,16,13,4,,42
"Divorciado(a) (013)",34,1,6,12,10,1,2,,,,2
"Soltero(a) (014)",634,4,92,138,76,41,16,3,2,,262
,,,,,,,,,,,
"RURAL (016)",13895,192,5854,4698,1260,404,181,87,16,,1203
"Conviviente (017)",7187,99,3272,2352,620,182,82,37,2,,541
"Separado(a) (018)",1183,22,450,423,148,63,25,2,1,,49
"Casado(a) (019)",3384,42,1458,1261,304,98,38,32,4,,147
"Viudo(a) (020)",1386,20,515,529,142,43,23,12,6,,96
"Divorciado(a) (021)",40,2,23,9,2,,1,,,,3
"Soltero(a) (022)",715,7,136,124,44,18,12,4,3,,367
