"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CASTILLA (000)",24800,24033,767
"Hombres (001)",13311,12952,359
"Mujeres (002)",11489,11081,408
"De 18 a 29 años (003)",7036,6653,383
"Hombres (004)",3734,3519,215
"Mujeres (005)",3302,3134,168
"De 30 a 44 años (006)",8370,8312,58
"Hombres (007)",4537,4505,32
"Mujeres (008)",3833,3807,26
"De 45 a 64 años (009)",6262,6182,80
"Hombres (010)",3460,3423,37
"Mujeres (011)",2802,2759,43
"De 65 y más años (012)",3132,2886,246
"Hombres (013)",1580,1505,75
"Mujeres (014)",1552,1381,171
,,,
"URBANA (015)",13914,13529,385
"Hombres (016)",7229,7047,182
"Mujeres (017)",6685,6482,203
"De 18 a 29 años (018)",4072,3871,201
"Hombres (019)",2074,1964,110
"Mujeres (020)",1998,1907,91
"De 30 a 44 años (021)",4842,4807,35
"Hombres (022)",2504,2486,18
"Mujeres (023)",2338,2321,17
"De 45 a 64 años (024)",3427,3393,34
"Hombres (025)",1872,1858,14
"Mujeres (026)",1555,1535,20
"De 65 y más años (027)",1573,1458,115
"Hombres (028)",779,739,40
"Mujeres (029)",794,719,75
,,,
"RURAL (030)",10886,10504,382
"Hombres (031)",6082,5905,177
"Mujeres (032)",4804,4599,205
"De 18 a 29 años (033)",2964,2782,182
"Hombres (034)",1660,1555,105
"Mujeres (035)",1304,1227,77
"De 30 a 44 años (036)",3528,3505,23
"Hombres (037)",2033,2019,14
"Mujeres (038)",1495,1486,9
"De 45 a 64 años (039)",2835,2789,46
"Hombres (040)",1588,1565,23
"Mujeres (041)",1247,1224,23
"De 65 y más años (042)",1559,1428,131
"Hombres (043)",801,766,35
"Mujeres (044)",758,662,96
