"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CUTERVO (000)",1635,703,932
"Sin nivel (001)",113,33,80
"Educación inicial (002)",6,4,2
"Primaria (003)",785,295,490
"Secundaria (004)",499,262,237
"Superior no univ. incompleta (005)",45,21,24
"Superior no univ. completa (006)",123,59,64
"Superior univ. incompleta (007)",17,6,11
"Superior univ. completa (008)",47,23,24
"Hombres (010)",1228,459,769
"Sin nivel (011)",73,15,58
"Educación inicial (012)",4,2,2
"Primaria (013)",626,197,429
"Secundaria (014)",386,189,197
"Superior no univ. incompleta (015)",31,13,18
"Superior no univ. completa (016)",67,27,40
"Superior univ. incompleta (017)",11,1,10
"Superior univ. completa (018)",30,15,15
"Mujeres (020)",407,244,163
"Sin nivel (021)",40,18,22
"Educación inicial (022)",2,2,
"Primaria (023)",159,98,61
"Secundaria (024)",113,73,40
"Superior no univ. incompleta (025)",14,8,6
"Superior no univ. completa (026)",56,32,24
"Superior univ. incompleta (027)",6,5,1
"Superior univ. completa (028)",17,8,9
,,,
"AREA URBANA (030)",714,272,442
"Sin nivel (031)",34,12,22
"Educación inicial (032)",5,4,1
"Primaria (033)",216,51,165
"Secundaria (034)",259,115,144
"Superior no univ. incompleta (035)",33,14,19
"Superior no univ. completa (036)",111,53,58
"Superior univ. incompleta (037)",15,4,11
"Superior univ. completa (038)",41,19,22
"Hombres (040)",515,174,341
"Sin nivel (041)",22,6,16
"Educación inicial (042)",3,2,1
"Primaria (043)",177,38,139
"Secundaria (044)",197,84,113
"Superior no univ. incompleta (045)",24,10,14
"Superior no univ. completa (046)",58,23,35
"Superior univ. incompleta (047)",10,,10
"Superior univ. completa (048)",24,11,13
"Mujeres (050)",199,98,101
"Sin nivel (051)",12,6,6
"Educación inicial (052)",2,2,
"Primaria (053)",39,13,26
"Secundaria (054)",62,31,31
"Superior no univ. incompleta (055)",9,4,5
"Superior no univ. completa (056)",53,30,23
"Superior univ. incompleta (057)",5,4,1
"Superior univ. completa (058)",17,8,9
,,,
"AREA RURAL (060)",921,431,490
"Sin nivel (061)",79,21,58
"Educación inicial (062)",1,,1
"Primaria (063)",569,244,325
"Secundaria (064)",240,147,93
"Superior no univ. incompleta (065)",12,7,5
"Superior no univ. completa (066)",12,6,6
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",6,4,2
"Hombres (070)",713,285,428
"Sin nivel (071)",51,9,42
"Educación inicial (072)",1,,1
"Primaria (073)",449,159,290
"Secundaria (074)",189,105,84
"Superior no univ. incompleta (075)",7,3,4
"Superior no univ. completa (076)",9,4,5
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",6,4,2
"Mujeres (080)",208,146,62
"Sin nivel (081)",28,12,16
"Primaria (083)",120,85,35
"Secundaria (084)",51,42,9
"Superior no univ. incompleta (085)",5,4,1
"Superior no univ. completa (086)",3,2,1
"Superior univ. incompleta (087)",1,1,
