"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia HUANCANE",,,,,,,,
"Hogares (001)",22567,13390,2306,719,103,100,319,8933
"Ocupantes presentes (002)",68806,45491,8752,2754,378,394,1259,22489
"Casa independiente",,,,,,,,
"Hogares (004)",17558,10837,2241,699,99,95,307,6491
"Ocupantes presentes (005)",53697,36833,8540,2695,364,381,1220,16077
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,2,1,,,,,
"Ocupantes presentes (008)",5,5,2,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",9,9,8,6,1,4,3,
"Ocupantes presentes (011)",26,26,24,16,3,11,8,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",18,16,8,3,,,,
"Ocupantes presentes (014)",49,47,23,11,,,,
"Choza o cabaña",,,,,,,,
"Hogares (016)",4959,2516,45,11,3,1,7,2432
"Ocupantes presentes (017)",14979,8557,153,32,11,2,25,6387
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",9,4,3,,,,2,4
"Ocupantes presentes (023)",27,10,10,,,,6,15
"Otro tipo",,,,,,,,
"Hogares (025)",11,6,,,,,,5
"Ocupantes presentes (026)",22,13,,,,,,9
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4205,3132,1422,562,53,93,290,942
"Ocupantes presentes (029)",13146,10369,5145,2118,193,375,1147,2334
"Casa independiente",,,,,,,,
"Hogares (031)",4167,3101,1402,553,52,89,285,938
"Ocupantes presentes (032)",13043,10281,5086,2091,190,364,1133,2323
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,2,1,,,,,
"Ocupantes presentes (035)",5,5,2,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",9,9,8,6,1,4,3,
"Ocupantes presentes (038)",26,26,24,16,3,11,8,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",18,16,8,3,,,,
"Ocupantes presentes (041)",49,47,23,11,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",7,4,3,,,,2,2
"Ocupantes presentes (050)",19,10,10,,,,6,7
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",3,,,,,,,3
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",18362,10258,884,157,50,7,29,7991
"Ocupantes presentes (056)",55660,35122,3607,636,185,19,112,20155
"Casa independiente",,,,,,,,
"Hogares (058)",13391,7736,839,146,47,6,22,5553
"Ocupantes presentes (059)",40654,26552,3454,604,174,17,87,13754
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",4959,2516,45,11,3,1,7,2432
"Ocupantes presentes (071)",14979,8557,153,32,11,2,25,6387
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,,,,,,,2
"Ocupantes presentes (077)",8,,,,,,,8
"Otro tipo",,,,,,,,
"Hogares (079)",10,6,,,,,,4
"Ocupantes presentes (080)",19,13,,,,,,6
