"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCABAMBA (000)",43089,144055,121691,,2775,84.5,1.9
"De 12 a 14 años (001)",5294,26,23,,6,88.5,23.1
"De 15 a 19 años (002)",5825,902,863,294,95.7,32.6,
"De 20 a 24 años (003)",4575,4723,4516,660,95.6,14,
"De 25 a 29 años (004)",3929,8078,7623,653,94.4,8.1,
"De 30 a 34 años (005)",3639,11103,10370,500,93.4,4.5,
"De 35 a 39 años (006)",3527,14392,13189,406,91.6,2.8,
"De 40 a 44 años (007)",3207,16225,14442,208,89,1.3,
"De 45 a 49 años (008)",2854,16762,14409,48,86,0.3,
"De 50 y más años (009)",10239,71844,56256,,78.3,,
"PEA (010)",7396,21310,18562,402,87.1,1.9,
"De 12 a 14 años (011)",224,1,1,,100,,
"De 15 a 19 años (012)",882,140,124,38,88.6,27.1,
"De 20 a 24 años (013)",976,687,655,75,95.3,10.9,
"De 25 a 29 años (014)",859,1222,1165,106,95.3,8.7,
"De 30 a 34 años (015)",875,2120,1987,87,93.7,4.1,
"De 35 a 39 años (016)",779,2419,2258,50,93.3,2.1,
"De 40 a 44 años (017)",751,3034,2782,39,91.7,1.3,
"De 45 a 49 años (018)",640,3125,2721,7,87.1,0.2,
"De 50 y más años (019)",1410,8562,6869,,80.2,,
"Ocupada (020)",6934,20746,18075,383,87.1,1.8,
"De 12 a 14 años (021)",178,1,1,,100,,
"De 15 a 19 años (022)",758,126,114,33,90.5,26.2,
"De 20 a 24 años (023)",864,641,610,71,95.2,11.1,
"De 25 a 29 años (024)",796,1154,1101,101,95.4,8.8,
"De 30 a 34 años (025)",842,2049,1927,84,94,4.1,
"De 35 a 39 años (026)",757,2361,2205,48,93.4,2,
"De 40 a 44 años (027)",730,2973,2726,39,91.7,1.3,
"De 45 a 49 años (028)",632,3088,2685,7,86.9,0.2,
"De 50 y más años (029)",1377,8353,6706,,80.3,,
"Desocupada (030)",462,564,487,19,86.3,3.4,
"De 12 a 14 años (031)",46,,,,,,
"De 15 a 19 años (032)",124,14,10,5,71.4,35.7,
"De 20 a 24 años (033)",112,46,45,4,97.8,8.7,
"De 25 a 29 años (034)",63,68,64,5,94.1,7.4,
"De 30 a 34 años (035)",33,71,60,3,84.5,4.2,
