"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ASCOPE (000)",37960,8102,13843,13192,726,1207,890
"Sin nivel (001)",1390,85,579,551,24,60,91
"Educación inicial (002)",57,3,30,18,,3,3
"Primaria (003)",7966,477,3613,3081,180,342,273
"Secundaria (004)",15463,2160,6452,5636,314,533,368
"Superior no univ. incompleta (005)",2692,690,888,937,40,79,58
"Superior no univ. completa (006)",5377,2073,1435,1629,79,98,63
"Superior univ. incompleta (007)",1371,469,347,475,22,48,10
"Superior univ. completa (008)",3644,2145,499,865,67,44,24
"Hombres (010)",27855,4782,12884,8932,610,621,26
"Sin nivel (011)",765,42,459,226,11,26,1
"Educación inicial (012)",49,3,28,16,,2,
"Primaria (013)",6005,329,3291,2043,158,177,7
"Secundaria (014)",12308,1522,6115,4081,284,293,13
"Superior no univ. incompleta (015)",1949,403,839,637,30,38,2
"Superior no univ. completa (016)",3446,1016,1353,974,61,39,3
"Superior univ. incompleta (017)",1021,297,326,355,19,24,
"Superior univ. completa (018)",2312,1170,473,600,47,22,
"Mujeres (020)",10105,3320,959,4260,116,586,864
"Sin nivel (021)",625,43,120,325,13,34,90
"Educación inicial (022)",8,,2,2,,1,3
"Primaria (023)",1961,148,322,1038,22,165,266
"Secundaria (024)",3155,638,337,1555,30,240,355
"Superior no univ. incompleta (025)",743,287,49,300,10,41,56
"Superior no univ. completa (026)",1931,1057,82,655,18,59,60
"Superior univ. incompleta (027)",350,172,21,120,3,24,10
"Superior univ. completa (028)",1332,975,26,265,20,22,24
,,,,,,,
"URBANA (030)",33145,7752,11196,11834,579,958,826
"Sin nivel (031)",1050,77,366,466,16,42,83
"Educación inicial (032)",41,3,18,16,,2,2
"Primaria (033)",6320,427,2669,2579,127,264,254
"Secundaria (034)",13573,2063,5417,5082,247,421,343
"Superior no univ. incompleta (035)",2414,658,731,880,34,58,53
"Superior no univ. completa (036)",4952,1976,1231,1527,72,89,57
"Superior univ. incompleta (037)",1281,457,304,449,19,42,10
"Superior univ. completa (038)",3514,2091,460,835,64,40,24
"Hombres (040)",23716,4567,10439,7787,474,424,25
"Sin nivel (041)",500,36,281,163,5,14,1
"Educación inicial (042)",34,3,16,14,,1,
"Primaria (043)",4560,288,2435,1606,109,116,6
"Secundaria (044)",10613,1449,5131,3598,220,202,13
"Superior no univ. incompleta (045)",1718,389,692,590,24,21,2
"Superior no univ. completa (046)",3127,970,1164,903,55,32,3
"Superior univ. incompleta (047)",948,289,286,338,17,18,
"Superior univ. completa (048)",2216,1143,434,575,44,20,
"Mujeres (050)",9429,3185,757,4047,105,534,801
"Sin nivel (051)",550,41,85,303,11,28,82
"Educación inicial (052)",7,,2,2,,1,2
"Primaria (053)",1760,139,234,973,18,148,248
"Secundaria (054)",2960,614,286,1484,27,219,330
"Superior no univ. incompleta (055)",696,269,39,290,10,37,51
"Superior no univ. completa (056)",1825,1006,67,624,17,57,54
"Superior univ. incompleta (057)",333,168,18,111,2,24,10
"Superior univ. completa (058)",1298,948,26,260,20,20,24
,,,,,,,
"RURAL (060)",4815,350,2647,1358,147,249,64
"Sin nivel (061)",340,8,213,85,8,18,8
"Educación inicial (062)",16,,12,2,,1,1
"Primaria (063)",1646,50,944,502,53,78,19
"Secundaria (064)",1890,97,1035,554,67,112,25
"Superior no univ. incompleta (065)",278,32,157,57,6,21,5
"Superior no univ. completa (066)",425,97,204,102,7,9,6
"Superior univ. incompleta (067)",90,12,43,26,3,6,
"Superior univ. completa (068)",130,54,39,30,3,4,
"Hombres (070)",4139,215,2445,1145,136,197,1
"Sin nivel (071)",265,6,178,63,6,12,
"Educación inicial (072)",15,,12,2,,1,
"Primaria (073)",1445,41,856,437,49,61,1
"Secundaria (074)",1695,73,984,483,64,91,
"Superior no univ. incompleta (075)",231,14,147,47,6,17,
"Superior no univ. completa (076)",319,46,189,71,6,7,
"Superior univ. incompleta (077)",73,8,40,17,2,6,
"Superior univ. completa (078)",96,27,39,25,3,2,
"Mujeres (080)",676,135,202,213,11,52,63
"Sin nivel (081)",75,2,35,22,2,6,8
"Educación inicial (082)",1,,,,,,1
"Primaria (083)",201,9,88,65,4,17,18
"Secundaria (084)",195,24,51,71,3,21,25
"Superior no univ. incompleta (085)",47,18,10,10,,4,5
"Superior no univ. completa (086)",106,51,15,31,1,2,6
"Superior univ. incompleta (087)",17,4,3,9,1,,
"Superior univ. completa (088)",34,27,,5,,2,
