"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYLAS (000)",15991,2281,3067,7861,255,2313,214
"Conviviente (001)",5059,633,1155,2687,85,467,32
"Separado(a) (002)",624,97,118,322,9,41,37
"Casado(a) (003)",5687,823,880,3252,109,594,29
"Viudo(a) (004)",506,25,63,349,13,46,10
"Divorciado(a) (005)",66,20,7,34,2,3,
"Soltero(a) (006)",4049,683,844,1217,37,1162,106
"Hombres (008)",11617,1301,2508,6280,216,1307,5
"Conviviente (009)",3916,404,977,2280,80,175,
"Separado(a) (010)",212,32,46,122,4,8,
"Casado(a) (011)",4376,504,775,2772,99,226,
"Viudo(a) (012)",227,8,30,168,7,14,
"Divorciado(a) (013)",34,9,5,19,1,,
"Soltero(a) (014)",2852,344,675,919,25,884,5
"Mujeres (016)",4374,980,559,1581,39,1006,209
"Conviviente (017)",1143,229,178,407,5,292,32
"Separado(a) (018)",412,65,72,200,5,33,37
"Casado(a) (019)",1311,319,105,480,10,368,29
"Viudo(a) (020)",279,17,33,181,6,32,10
"Divorciado(a) (021)",32,11,2,15,1,3,
"Soltero(a) (022)",1197,339,169,298,12,278,101
,,,,,,,
"URBANA (024)",6595,1915,1191,2824,90,411,164
"Conviviente (025)",2122,511,518,931,28,106,28
"Separado(a) (026)",347,82,45,173,4,16,27
"Casado(a) (027)",2239,720,305,1029,35,126,24
"Viudo(a) (028)",187,23,21,126,5,6,6
"Divorciado(a) (029)",46,20,6,18,2,,
"Soltero(a) (030)",1654,559,296,547,16,157,79
"Hombres (032)",4058,1063,944,1787,69,193,2
"Conviviente (033)",1421,313,415,636,24,33,
"Separado(a) (034)",112,27,20,58,2,5,
"Casado(a) (035)",1426,430,254,674,28,40,
"Viudo(a) (036)",64,7,10,43,1,3,
"Divorciado(a) (037)",26,9,5,11,1,,
"Soltero(a) (038)",1009,277,240,365,13,112,2
"Mujeres (040)",2537,852,247,1037,21,218,162
"Conviviente (041)",701,198,103,295,4,73,28
"Separado(a) (042)",235,55,25,115,2,11,27
"Casado(a) (043)",813,290,51,355,7,86,24
"Viudo(a) (044)",123,16,11,83,4,3,6
"Divorciado(a) (045)",20,11,1,7,1,,
"Soltero(a) (046)",645,282,56,182,3,45,77
,,,,,,,
"RURAL (048)",9396,366,1876,5037,165,1902,50
"Conviviente (049)",2937,122,637,1756,57,361,4
"Separado(a) (050)",277,15,73,149,5,25,10
"Casado(a) (051)",3448,103,575,2223,74,468,5
"Viudo(a) (052)",319,2,42,223,8,40,4
"Divorciado(a) (053)",20,,1,16,,3,
"Soltero(a) (054)",2395,124,548,670,21,1005,27
"Hombres (056)",7559,238,1564,4493,147,1114,3
"Conviviente (057)",2495,91,562,1644,56,142,
"Separado(a) (058)",100,5,26,64,2,3,
"Casado(a) (059)",2950,74,521,2098,71,186,
"Viudo(a) (060)",163,1,20,125,6,11,
"Divorciado(a) (061)",8,,,8,,,
"Soltero(a) (062)",1843,67,435,554,12,772,3
"Mujeres (064)",1837,128,312,544,18,788,47
"Conviviente (065)",442,31,75,112,1,219,4
"Separado(a) (066)",177,10,47,85,3,22,10
"Casado(a) (067)",498,29,54,125,3,282,5
"Viudo(a) (068)",156,1,22,98,2,29,4
"Divorciado(a) (069)",12,,1,8,,3,
"Soltero(a) (070)",552,57,113,116,9,233,24
