"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",15850,2925,72,7510,3885,379,522,176,381
"Empleado (001)",1374,8,,107,266,201,399,106,287
"Obrero (002)",1609,190,1,753,579,41,20,9,16
"Trabajador independiente (003)",7771,1416,11,3855,2176,111,83,55,64
"Empleador o patrono (004)",103,19,,33,37,2,8,,4
"Trabajador familiar no remunerado (005)",4794,1269,60,2661,754,22,12,6,10
"Trabajador del hogar (006)",199,23,,101,73,2,,,
"Hombres (008)",9754,918,22,4628,3094,293,391,131,277
"Empleado (009)",966,1,,62,192,147,292,74,198
"Obrero (010)",1150,74,,483,513,36,19,9,16
"Trabajador independiente (011)",5869,702,2,3034,1868,96,69,43,55
"Empleador o patrono (012)",67,2,,24,31,1,6,,3
"Trabajador familiar no remunerado (013)",1682,138,20,1019,477,13,5,5,5
"Trabajador del hogar (014)",20,1,,6,13,,,,
"Mujeres (016)",6096,2007,50,2882,791,86,131,45,104
"Empleado (017)",408,7,,45,74,54,107,32,89
"Obrero (018)",459,116,1,270,66,5,1,,
"Trabajador independiente (019)",1902,714,9,821,308,15,14,12,9
"Empleador o patrono (020)",36,17,,9,6,1,2,,1
"Trabajador familiar no remunerado (021)",3112,1131,40,1642,277,9,7,1,5
"Trabajador del hogar (022)",179,22,,95,60,2,,,
,,,,,,,,,
"URBANA (024)",4116,238,8,1492,1559,182,290,82,265
"Empleado (025)",788,6,,84,185,76,206,39,192
"Obrero (026)",569,24,,204,286,30,12,5,8
"Trabajador independiente (027)",1902,135,,794,757,67,60,37,52
"Empleador o patrono (028)",60,1,,21,30,1,3,,4
"Trabajador familiar no remunerado (029)",649,66,8,315,234,7,9,1,9
"Trabajador del hogar (030)",148,6,,74,67,1,,,
"Hombres (032)",2632,82,3,851,1121,134,200,61,180
"Empleado (033)",500,1,,42,127,49,135,25,121
"Obrero (034)",478,15,,151,260,27,12,5,8
"Trabajador independiente (035)",1331,59,,529,565,55,49,30,44
"Empleador o patrono (036)",45,,,16,25,,1,,3
"Trabajador familiar no remunerado (037)",262,7,3,109,132,3,3,1,4
"Trabajador del hogar (038)",16,,,4,12,,,,
"Mujeres (040)",1484,156,5,641,438,48,90,21,85
"Empleado (041)",288,5,,42,58,27,71,14,71
"Obrero (042)",91,9,,53,26,3,,,
"Trabajador independiente (043)",571,76,,265,192,12,11,7,8
"Empleador o patrono (044)",15,1,,5,5,1,2,,1
"Trabajador familiar no remunerado (045)",387,59,5,206,102,4,6,,5
"Trabajador del hogar (046)",132,6,,70,55,1,,,
,,,,,,,,,
"RURAL (048)",11734,2687,64,6018,2326,197,232,94,116
"Empleado (049)",586,2,,23,81,125,193,67,95
"Obrero (050)",1040,166,1,549,293,11,8,4,8
"Trabajador independiente (051)",5869,1281,11,3061,1419,44,23,18,12
"Empleador o patrono (052)",43,18,,12,7,1,5,,
"Trabajador familiar no remunerado (053)",4145,1203,52,2346,520,15,3,5,1
"Trabajador del hogar (054)",51,17,,27,6,1,,,
"Hombres (056)",7122,836,19,3777,1973,159,191,70,97
"Empleado (057)",466,,,20,65,98,157,49,77
"Obrero (058)",672,59,,332,253,9,7,4,8
"Trabajador independiente (059)",4538,643,2,2505,1303,41,20,13,11
"Empleador o patrono (060)",22,2,,8,6,1,5,,
"Trabajador familiar no remunerado (061)",1420,131,17,910,345,10,2,4,1
"Trabajador del hogar (062)",4,1,,2,1,,,,
"Mujeres (064)",4612,1851,45,2241,353,38,41,24,19
"Empleado (065)",120,2,,3,16,27,36,18,18
"Obrero (066)",368,107,1,217,40,2,1,,
"Trabajador independiente (067)",1331,638,9,556,116,3,3,5,1
"Empleador o patrono (068)",21,16,,4,1,,,,
"Trabajador familiar no remunerado (069)",2725,1072,35,1436,175,5,1,1,
"Trabajador del hogar (070)",47,16,,25,5,1,,,
