"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAURICOCHA (000)",7915,103,3304,2594,739,243,100,35,5,,792
"Conviviente (001)",2876,37,1289,952,240,75,26,9,,,248
"Separado(a) (002)",535,10,230,180,53,21,8,1,1,,31
"Casado(a) (003)",2876,29,1228,1016,285,91,44,15,3,,165
"Viudo(a) (004)",835,13,351,258,95,30,16,8,1,,63
"Divorciado(a) (005)",34,1,15,8,4,1,,,,,5
"Soltero(a) (006)",759,13,191,180,62,25,6,2,,,280
,,,,,,,,,,,
"URBANA (008)",1961,27,716,651,213,87,40,18,2,,207
"Conviviente (009)",613,10,237,202,66,26,9,3,,,60
"Separado(a) (010)",138,4,56,48,15,2,7,1,,,5
"Casado(a) (011)",764,6,292,263,86,41,15,6,2,,53
"Viudo(a) (012)",218,5,82,66,25,11,6,7,,,16
"Divorciado(a) (013)",8,,3,2,1,1,,,,,1
"Soltero(a) (014)",220,2,46,70,20,6,3,1,,,72
,,,,,,,,,,,
"RURAL (016)",5954,76,2588,1943,526,156,60,17,3,,585
"Conviviente (017)",2263,27,1052,750,174,49,17,6,,,188
"Separado(a) (018)",397,6,174,132,38,19,1,,1,,26
"Casado(a) (019)",2112,23,936,753,199,50,29,9,1,,112
"Viudo(a) (020)",617,8,269,192,70,19,10,1,1,,47
"Divorciado(a) (021)",26,1,12,6,3,,,,,,4
"Soltero(a) (022)",539,11,145,110,42,19,3,1,,,208
