"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MELGAR",,,,,,,,,
"Viviendas particulares (001)",8809,2376,2464,390,456,72,40,81,2930
"Ocupantes presentes (002)",32571,8728,8816,1274,1615,240,135,264,11499
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7877,2153,2010,307,401,60,34,72,2840
"Ocupantes presentes (005)",29684,8028,7402,1015,1442,216,121,238,11222
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,,1,,,,,1
"Ocupantes presentes (008)",7,,,4,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",12,3,1,5,1,,,,2
"Ocupantes presentes (011)",39,8,2,18,5,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",867,215,447,77,43,12,6,8,59
"Ocupantes presentes (014)",2654,662,1388,237,126,24,14,19,184
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",34,3,,,10,,,,21
"Ocupantes presentes (017)",124,21,,,38,,,,65
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,1,,,,,,2
"Ocupantes presentes (020)",18,,9,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,2,5,,1,,,1,5
"Ocupantes presentes (023)",45,9,15,,4,,,7,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7683,2187,2411,381,280,31,34,31,2328
"Ocupantes presentes (029)",28269,7980,8609,1252,980,96,113,88,9151
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6786,1967,1957,298,236,19,28,22,2259
"Ocupantes presentes (032)",25510,7301,7195,993,849,72,99,62,8939
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,,1,,,,,1
"Ocupantes presentes (035)",7,,,4,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",12,3,1,5,1,,,,2
"Ocupantes presentes (038)",39,8,2,18,5,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",867,215,447,77,43,12,6,8,59
"Ocupantes presentes (041)",2654,662,1388,237,126,24,14,19,184
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,1,,,,,,2
"Ocupantes presentes (047)",18,,9,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",13,2,5,,,,,1,5
"Ocupantes presentes (050)",41,9,15,,,,,7,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1126,189,53,9,176,41,6,50,602
"Ocupantes presentes (056)",4302,748,207,22,635,144,22,176,2348
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1091,186,53,9,165,41,6,50,581
"Ocupantes presentes (059)",4174,727,207,22,593,144,22,176,2283
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",34,3,,,10,,,,21
"Ocupantes presentes (071)",124,21,,,38,,,,65
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,1,,,,
"Ocupantes presentes (077)",4,,,,4,,,,
"Otro tipo",,,,,,,,,
