"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHACHAPOYAS (000)",43658,9811,12961,10027,7378,3481
"Hombres (001)",21360,4943,6386,4905,3613,1513
"Mujeres (002)",22298,4868,6575,5122,3765,1968
"PEA (003)",19480,401,6108,7047,4670,1254
"Hombres (004)",12635,280,3990,4418,3086,861
"Mujeres (005)",6845,121,2118,2629,1584,393
"Ocupada (006)",18809,387,5755,6864,4576,1227
"Hombres (007)",12213,272,3799,4294,3008,840
"Mujeres (008)",6596,115,1956,2570,1568,387
"Desocupada (009)",671,14,353,183,94,27
"Hombres (010)",422,8,191,124,78,21
"Mujeres (011)",249,6,162,59,16,6
"No PEA (012)",24178,9410,6853,2980,2708,2227
"Hombres (013)",8725,4663,2396,487,527,652
"Mujeres (014)",15453,4747,4457,2493,2181,1575
,,,,,,
"URBANA (018)",30545,6493,9363,7227,5143,2319
"Hombres (019)",14557,3190,4451,3460,2478,978
"Mujeres (020)",15988,3303,4912,3767,2665,1341
"PEA (021)",13585,201,4155,5241,3260,728
"Hombres (022)",8152,122,2464,3063,2038,465
"Mujeres (023)",5433,79,1691,2178,1222,263
"Ocupada (024)",13012,192,3846,5084,3181,709
"Hombres (025)",7806,117,2301,2964,1974,450
"Mujeres (026)",5206,75,1545,2120,1207,259
"Desocupada (027)",573,9,309,157,79,19
"Hombres (028)",346,5,163,99,64,15
"Mujeres (029)",227,4,146,58,15,4
"No PEA (030)",16960,6292,5208,1986,1883,1591
"Hombres (031)",6405,3068,1987,397,440,513
"Mujeres (032)",10555,3224,3221,1589,1443,1078
,,,,,,
"RURAL (036)",13113,3318,3598,2800,2235,1162
"Hombres (037)",6803,1753,1935,1445,1135,535
"Mujeres (038)",6310,1565,1663,1355,1100,627
"PEA (039)",5895,200,1953,1806,1410,526
"Hombres (040)",4483,158,1526,1355,1048,396
"Mujeres (041)",1412,42,427,451,362,130
"Ocupada (042)",5797,195,1909,1780,1395,518
"Hombres (043)",4407,155,1498,1330,1034,390
"Mujeres (044)",1390,40,411,450,361,128
"Desocupada (045)",98,5,44,26,15,8
"Hombres (046)",76,3,28,25,14,6
"Mujeres (047)",22,2,16,1,1,2
"No PEA (048)",7218,3118,1645,994,825,636
"Hombres (049)",2320,1595,409,90,87,139
"Mujeres (050)",4898,1523,1236,904,738,497
