"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia CARHUAZ",,,,,,,,,
"Viviendas particulares (001)",11012,1789,3827,2326,1815,547,364,121,223
"Ocupantes presentes (002)",43772,5717,14279,9821,8086,2538,1656,591,1084
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10942,1753,3809,2317,1812,546,364,121,220
"Ocupantes presentes (005)",43535,5600,14214,9785,8080,2534,1656,591,1075
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,1,,,2,1,,,2
"Ocupantes presentes (008)",20,4,,,5,4,,,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,5,,2,,,,,1
"Ocupantes presentes (011)",16,9,,5,,,,,2
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,1,9,1,1,,,,
"Ocupantes presentes (014)",39,1,32,5,1,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",38,26,7,5,,,,,
"Ocupantes presentes (017)",139,93,26,20,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,1,,,,,,
"Ocupantes presentes (020)",10,6,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,2,1,1,,,,,
"Ocupantes presentes (023)",13,4,3,6,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3825,540,1089,847,658,296,184,71,140
"Ocupantes presentes (029)",14732,1590,3903,3390,2767,1288,820,324,650
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3793,530,1078,843,655,295,184,71,137
"Ocupantes presentes (032)",14634,1566,3864,3374,2761,1284,820,324,641
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,1,,,2,1,,,2
"Ocupantes presentes (035)",20,4,,,5,4,,,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,5,,2,,,,,1
"Ocupantes presentes (038)",16,9,,5,,,,,2
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,1,9,1,1,,,,
"Ocupantes presentes (041)",39,1,32,5,1,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,1,,,,,,
"Ocupantes presentes (047)",10,6,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,2,1,1,,,,,
"Ocupantes presentes (050)",13,4,3,6,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7187,1249,2738,1479,1157,251,180,50,83
"Ocupantes presentes (056)",29040,4127,10376,6431,5319,1250,836,267,434
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7149,1223,2731,1474,1157,251,180,50,83
"Ocupantes presentes (059)",28901,4034,10350,6411,5319,1250,836,267,434
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",38,26,7,5,,,,,
"Ocupantes presentes (071)",139,93,26,20,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
