"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TAHUAMANU (000)",2312,7,19,93,186,516,974,517
"De 12 a 14 años (001)",6,,,,,,,6
"De 15 a 19 años (002)",112,,,,,,67,45
"De 20 a 24 años (003)",349,,,,,2,238,109
"De 25 a 29 años (004)",373,,,,,26,240,107
"De 30 a 34 años (005)",329,,,,,64,199,66
"De 35 a 39 años (006)",310,,,,2,125,129,54
"De 40 a 44 años (007)",241,,,,18,117,75,31
"De 45 a 49 años (008)",168,,,3,27,95,22,21
"De 50 y más años (009)",424,7,19,90,139,87,4,78
"PEA (010)",1011,,4,23,88,273,389,234
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",31,,,,,,18,13
"De 20 a 24 años (013)",135,,,,,,85,50
"De 25 a 29 años (014)",162,,,,,13,101,48
"De 30 a 34 años (015)",156,,,,,40,78,38
"De 35 a 39 años (016)",147,,,,2,57,59,29
"De 40 a 44 años (017)",143,,,,10,74,39,20
"De 45 a 49 años (018)",85,,,1,13,50,9,12
"De 50 y más años (019)",151,,4,22,63,39,,23
"Ocupada (020)",990,,4,22,88,266,380,230
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",30,,,,,,18,12
"De 20 a 24 años (023)",132,,,,,,84,48
"De 25 a 29 años (024)",156,,,,,13,95,48
"De 30 a 34 años (025)",151,,,,,38,76,37
"De 35 a 39 años (026)",144,,,,2,54,59,29
"De 40 a 44 años (027)",141,,,,10,72,39,20
"De 45 a 49 años (028)",84,,,,13,50,9,12
"De 50 y más años (029)",151,,4,22,63,39,,23
"Desocupada (030)",21,,,1,,7,9,4
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",3,,,,,,1,2
"De 25 a 29 años (034)",6,,,,,,6,
"De 30 a 34 años (035)",5,,,,,2,2,1
"De 35 a 39 años (036)",3,,,,,3,,
"De 40 a 44 años (037)",2,,,,,2,,
"De 45 a 49 años (038)",1,,,1,,,,
"No PEA (040)",1301,7,15,70,98,243,585,283
"De 12 a 14 años (041)",5,,,,,,,5
"De 15 a 19 años (042)",81,,,,,,49,32
"De 20 a 24 años (043)",214,,,,,2,153,59
"De 25 a 29 años (044)",211,,,,,13,139,59
"De 30 a 34 años (045)",173,,,,,24,121,28
"De 35 a 39 años (046)",163,,,,,68,70,25
"De 40 a 44 años (047)",98,,,,8,43,36,11
"De 45 a 49 años (048)",83,,,2,14,45,13,9
"De 50 y más años (049)",273,7,15,68,76,48,4,55
,,,,,,,,
"URBANA (060)",1681,6,12,67,124,367,703,402
