"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA",,,,,,,,
"Hogares (001)",15612,10281,3766,1006,70,38,106,4505
"Ocupantes presentes (002)",50282,33348,11398,2938,217,148,375,14496
"Casa independiente",,,,,,,,
"Hogares (004)",11447,8010,3292,876,60,31,87,2732
"Ocupantes presentes (005)",37374,26321,10082,2579,189,126,320,8922
"Departamento en edificio",,,,,,,,
"Hogares (007)",18,12,6,1,,1,2,6
"Ocupantes presentes (008)",59,41,23,4,,1,4,18
"Vivienda en quinta",,,,,,,,
"Hogares (010)",25,11,6,3,,,1,13
"Ocupantes presentes (011)",87,34,22,11,,,1,46
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",354,251,114,35,4,2,6,85
"Ocupantes presentes (014)",920,638,289,80,14,4,20,241
"Choza o cabaña",,,,,,,,
"Hogares (016)",2793,1361,18,8,2,1,1,1427
"Ocupantes presentes (017)",9480,4700,66,32,4,3,6,4766
"Vivienda improvisada",,,,,,,,
"Hogares (019)",598,400,200,51,3,3,5,141
"Ocupantes presentes (020)",1502,1064,602,159,9,14,19,297
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",20,12,6,2,,,1,6
"Ocupantes presentes (023)",52,29,19,5,,,1,16
"Otro tipo",,,,,,,,
"Hogares (025)",357,224,124,30,1,,3,95
"Ocupantes presentes (026)",808,521,295,68,1,,4,190
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",10347,7134,3194,876,64,36,96,2458
"Ocupantes presentes (029)",33473,23308,9949,2622,203,142,339,7910
"Casa independiente",,,,,,,,
"Hogares (031)",9005,6248,2746,757,56,30,78,2117
"Ocupantes presentes (032)",30120,21043,8715,2304,179,123,290,7114
"Departamento en edificio",,,,,,,,
"Hogares (034)",18,12,6,1,,1,2,6
"Ocupantes presentes (035)",59,41,23,4,,1,4,18
"Vivienda en quinta",,,,,,,,
"Hogares (037)",25,11,6,3,,,1,13
"Ocupantes presentes (038)",87,34,22,11,,,1,46
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",354,251,114,35,4,2,6,85
"Ocupantes presentes (041)",920,638,289,80,14,4,20,241
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",598,400,200,51,3,3,5,141
"Ocupantes presentes (047)",1502,1064,602,159,9,14,19,297
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",16,8,5,1,,,1,6
"Ocupantes presentes (050)",42,19,15,1,,,1,16
"Otro tipo",,,,,,,,
"Hogares (052)",331,204,117,28,1,,3,90
"Ocupantes presentes (053)",743,469,283,63,1,,4,178
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5265,3147,572,130,6,2,10,2047
"Ocupantes presentes (056)",16809,10040,1449,316,14,6,36,6586
"Casa independiente",,,,,,,,
"Hogares (058)",2442,1762,546,119,4,1,9,615
"Ocupantes presentes (059)",7254,5278,1367,275,10,3,30,1808
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2793,1361,18,8,2,1,1,1427
"Ocupantes presentes (071)",9480,4700,66,32,4,3,6,4766
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,4,1,1,,,,
"Ocupantes presentes (077)",10,10,4,4,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",26,20,7,2,,,,5
"Ocupantes presentes (080)",65,52,12,5,,,,12
