"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia GRAU (000)",5790,3817,823,176,974
"Sin nivel (001)",715,610,77,14,14
"Educación inicial (002)",8,6,2,,
"Primaria (003)",1843,1486,253,45,59
"Secundaria (004)",1934,1343,333,59,199
"Superior no univ. incompleta (005)",232,119,30,10,73
"Superior no univ. completa (006)",651,158,77,31,385
"Superior univ. incompleta (007)",102,41,12,5,44
"Superior univ. completa (008)",305,54,39,12,200
"De 06 a 14 años (010)",73,63,10,,
"Sin nivel (011)",1,1,,,
"Primaria (013)",50,44,6,,
"Secundaria (014)",22,18,4,,
"De 15 a 29 años (020)",1443,949,199,47,248
"Sin nivel (021)",51,45,6,,
"Educación inicial (022)",3,3,,,
"Primaria (023)",238,201,26,2,9
"Secundaria (024)",825,589,135,28,73
"Superior no univ. incompleta (025)",79,35,8,8,28
"Superior no univ. completa (026)",149,46,15,7,81
"Superior univ. incompleta (027)",27,13,1,1,12
"Superior univ. completa (028)",71,17,8,1,45
"De 30 a 44 años (030)",2082,1217,317,70,478
"Sin nivel (031)",147,116,20,5,6
"Educación inicial (032)",5,3,2,,
"Primaria (033)",587,460,85,18,24
"Secundaria (034)",682,458,127,22,75
"Superior no univ. incompleta (035)",116,68,15,1,32
"Superior no univ. completa (036)",342,72,46,14,210
"Superior univ. incompleta (037)",54,19,5,3,27
"Superior univ. completa (038)",149,21,17,7,104
"De 45 a 64 años (040)",1603,1076,237,50,240
"Sin nivel (041)",285,239,35,5,6
"Primaria (043)",670,528,99,20,23
"Secundaria (044)",350,232,61,9,48
"Superior no univ. incompleta (045)",36,16,6,1,13
"Superior no univ. completa (046)",158,38,16,10,94
"Superior univ. incompleta (047)",20,8,6,1,5
"Superior univ. completa (048)",84,15,14,4,51
"De 65 y más años (050)",589,512,60,9,8
"Sin nivel (051)",231,209,16,4,2
"Primaria (053)",298,253,37,5,3
"Secundaria (054)",55,46,6,,3
"Superior no univ. incompleta (055)",1,,1,,
"Superior no univ. completa (056)",2,2,,,
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",1,1,,,
,,,,,
"URBANA (060)",2694,1460,386,119,729
"Sin nivel (061)",169,131,26,7,5
"Educación inicial (062)",2,1,1,,
