"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHINCHEROS (000)",18268,17806,5374,1796,1724,1519,2511,2027,1490,1365,462,61971
"De 12 a 14 años (001)",2320,2309,2300,9,,,,,,,11,9
"De 15 a 19 años (002)",2466,2416,2106,258,48,3,1,,,,50,367
"De 20 a 24 años (003)",1717,1591,441,601,381,132,32,4,,,126,1920
"De 25 a 29 años (004)",1613,1512,154,321,444,345,227,21,,,101,3346
"De 30 a 34 años (005)",1596,1544,78,210,329,342,412,140,29,4,52,4854
"De 35 a 39 años (006)",1545,1512,44,101,173,238,518,320,98,20,33,6565
"De 40 a 44 años (007)",1298,1286,31,50,83,136,340,336,220,90,12,7145
"De 45 a 49 años (008)",1107,1096,23,38,49,71,255,266,218,176,11,7002
"De 50 y más años (009)",4606,4540,197,208,217,252,726,940,925,1075,66,30763
"PEA (010)",2555,2419,436,406,392,306,392,238,152,97,136,7754
"De 12 a 14 años (011)",26,26,24,2,,,,,,,,2
"De 15 a 19 años (012)",149,147,120,21,6,,,,,,2,33
"De 20 a 24 años (013)",281,245,100,80,49,11,5,,,,36,232
"De 25 a 29 años (014)",373,319,77,97,91,36,16,2,,,54,468
"De 30 a 34 años (015)",416,393,50,102,106,69,53,10,2,1,23,842
"De 35 a 39 años (016)",336,323,26,43,54,75,73,36,15,1,13,1057
"De 40 a 44 años (017)",271,268,11,21,32,53,78,45,22,6,3,1132
"De 45 a 49 años (018)",237,234,11,13,23,29,74,40,29,15,3,1143
"De 50 y más años (019)",466,464,17,27,31,33,93,105,84,74,2,2845
"Ocupada (020)",2471,2349,398,391,383,304,389,236,151,97,122,7681
"De 12 a 14 años (021)",23,23,21,2,,,,,,,,2
"De 15 a 19 años (022)",130,128,103,20,5,,,,,,2,30
