"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAURICOCHA (000)",464,149,315
"Sin nivel (001)",30,9,21
"Primaria (003)",104,25,79
"Secundaria (004)",213,73,140
"Superior no univ. incompleta (005)",17,5,12
"Superior no univ. completa (006)",44,16,28
"Superior univ. incompleta (007)",13,3,10
"Superior univ. completa (008)",43,18,25
"De 14 a 29 años (010)",236,107,129
"Sin nivel (011)",14,7,7
"Primaria (013)",35,19,16
"Secundaria (014)",128,53,75
"Superior no univ. incompleta (015)",9,4,5
"Superior no univ. completa (016)",26,10,16
"Superior univ. incompleta (017)",6,2,4
"Superior univ. completa (018)",18,12,6
"De 30 a 44 años (020)",147,38,109
"Sin nivel (021)",8,2,6
"Primaria (023)",28,4,24
"Secundaria (024)",65,18,47
"Superior no univ. incompleta (025)",4,1,3
"Superior no univ. completa (026)",16,6,10
"Superior univ. incompleta (027)",7,1,6
"Superior univ. completa (028)",19,6,13
"De 45 a 64 años (030)",69,4,65
"Sin nivel (031)",7,,7
"Primaria (033)",32,2,30
"Secundaria (034)",20,2,18
"Superior no univ. incompleta (035)",3,,3
"Superior no univ. completa (036)",1,,1
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",12,,12
"Sin nivel (041)",1,,1
"Primaria (043)",9,,9
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",152,35,117
"Sin nivel (051)",5,1,4
"Primaria (053)",29,2,27
"Secundaria (054)",74,22,52
"Superior no univ. incompleta (055)",5,,5
"Superior no univ. completa (056)",12,2,10
"Superior univ. incompleta (057)",5,,5
"Superior univ. completa (058)",22,8,14
"De 14 a 29 años (060)",67,21,46
"Primaria (063)",6,2,4
"Secundaria (064)",38,12,26
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",8,2,6
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",10,5,5
"De 30 a 44 años (070)",46,13,33
"Sin nivel (071)",1,1,
"Primaria (073)",6,,6
"Secundaria (074)",26,9,17
"Superior no univ. completa (076)",2,,2
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",8,3,5
"De 45 a 64 años (080)",34,1,33
"Sin nivel (081)",4,,4
"Primaria (083)",14,,14
"Secundaria (084)",10,1,9
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",4,,4
"De 65 y más años (090)",5,,5
"Primaria (093)",3,,3
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",312,114,198
"Sin nivel (101)",25,8,17
"Primaria (103)",75,23,52
"Secundaria (104)",139,51,88
"Superior no univ. incompleta (105)",12,5,7
"Superior no univ. completa (106)",32,14,18
"Superior univ. incompleta (107)",8,3,5
"Superior univ. completa (108)",21,10,11
"De 14 a 29 años (110)",169,86,83
"Sin nivel (111)",14,7,7
"Primaria (113)",29,17,12
"Secundaria (114)",90,41,49
"Superior no univ. incompleta (115)",6,4,2
"Superior no univ. completa (116)",18,8,10
"Superior univ. incompleta (117)",4,2,2
"Superior univ. completa (118)",8,7,1
"De 30 a 44 años (120)",101,25,76
"Sin nivel (121)",7,1,6
"Primaria (123)",22,4,18
"Secundaria (124)",39,9,30
"Superior no univ. incompleta (125)",4,1,3
"Superior no univ. completa (126)",14,6,8
"Superior univ. incompleta (127)",4,1,3
"Superior univ. completa (128)",11,3,8
"De 45 a 64 años (130)",35,3,32
"Sin nivel (131)",3,,3
"Primaria (133)",18,2,16
"Secundaria (134)",10,1,9
"Superior no univ. incompleta (135)",2,,2
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",7,,7
"Sin nivel (141)",1,,1
"Primaria (143)",6,,6
