"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia LEONCIO PRADO",,,,,,,
"Hogares (001)",30120,1215,315,310,524,754,27286
"Ocupantes presentes (002)",114713,4800,1225,1479,2237,3461,102711
"Casa independiente",,,,,,,
"Hogares (004)",22523,980,234,221,412,564,20318
"Ocupantes presentes (005)",89295,4060,941,1065,1797,2676,79640
"Departamento en edificio",,,,,,,
"Hogares (007)",592,34,1,4,7,5,545
"Ocupantes presentes (008)",1675,97,3,19,25,16,1527
"Vivienda en quinta",,,,,,,
"Hogares (010)",1204,47,6,7,16,25,1114
"Ocupantes presentes (011)",3807,157,28,33,64,107,3460
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",395,22,4,4,7,6,356
"Ocupantes presentes (014)",1317,78,19,25,26,35,1156
"Choza o cabaña",,,,,,,
"Hogares (016)",5168,120,63,69,78,150,4740
"Ocupantes presentes (017)",17728,359,204,316,313,620,16128
"Vivienda improvisada",,,,,,,
"Hogares (019)",173,9,3,4,3,3,156
"Ocupantes presentes (020)",742,42,19,20,11,6,670
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",38,1,3,1,1,,33
"Ocupantes presentes (023)",98,3,10,1,1,,84
"Otro tipo",,,,,,,
"Hogares (025)",27,2,1,,,1,24
"Ocupantes presentes (026)",51,4,1,,,1,46
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",17078,889,172,177,329,432,15275
"Ocupantes presentes (029)",66676,3623,724,859,1430,2017,58873
"Casa independiente",,,,,,,
"Hogares (031)",14672,776,155,157,295,393,13067
"Ocupantes presentes (032)",59025,3246,645,761,1303,1853,51964
"Departamento en edificio",,,,,,,
"Hogares (034)",592,34,1,4,7,5,545
"Ocupantes presentes (035)",1675,97,3,19,25,16,1527
"Vivienda en quinta",,,,,,,
"Hogares (037)",1204,47,6,7,16,25,1114
"Ocupantes presentes (038)",3807,157,28,33,64,107,3460
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",395,22,4,4,7,6,356
"Ocupantes presentes (041)",1317,78,19,25,26,35,1156
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",173,9,3,4,3,3,156
"Ocupantes presentes (047)",742,42,19,20,11,6,670
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",37,1,3,1,1,,32
"Ocupantes presentes (050)",97,3,10,1,1,,83
"Otro tipo",,,,,,,
"Hogares (052)",5,,,,,,5
"Ocupantes presentes (053)",13,,,,,,13
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",13042,326,143,133,195,322,12011
"Ocupantes presentes (056)",48037,1177,501,620,807,1444,43838
"Casa independiente",,,,,,,
"Hogares (058)",7851,204,79,64,117,171,7251
"Ocupantes presentes (059)",30270,814,296,304,494,823,27676
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",5168,120,63,69,78,150,4740
"Ocupantes presentes (071)",17728,359,204,316,313,620,16128
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",1,,,,,,1
"Ocupantes presentes (077)",1,,,,,,1
"Otro tipo",,,,,,,
"Hogares (079)",22,2,1,,,1,19
"Ocupantes presentes (080)",38,4,1,,,1,33
