"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANCHIS (000)",85101,10043,1174,34299,26336,3497,4827,2276,2649
"Hombres (001)",40982,2047,574,16691,14394,1869,2575,1327,1505
"Mujeres (002)",44119,7996,600,17608,11942,1628,2252,949,1144
"PEA (003)",35211,4002,42,11411,11226,1617,3790,966,2157
"Hombres (004)",20916,1271,24,6784,7662,1007,2216,665,1287
"Mujeres (005)",14295,2731,18,4627,3564,610,1574,301,870
"Ocupada (006)",33550,3900,40,11023,10552,1516,3566,901,2052
"Hombres (007)",19808,1219,22,6510,7169,939,2100,622,1227
"Mujeres (008)",13742,2681,18,4513,3383,577,1466,279,825
"Desocupada (009)",1661,102,2,388,674,101,224,65,105
"Hombres (010)",1108,52,2,274,493,68,116,43,60
"Mujeres (011)",553,50,,114,181,33,108,22,45
"No PEA (012)",49890,6041,1132,22888,15110,1880,1037,1310,492
"Hombres (013)",20066,776,550,9907,6732,862,359,662,218
"Mujeres (014)",29824,5265,582,12981,8378,1018,678,648,274
,,,,,,,,,
"URBANA (018)",51314,3226,627,18157,17603,2813,4301,2070,2517
"Hombres (019)",24820,506,308,8400,9328,1440,2231,1195,1412
"Mujeres (020)",26494,2720,319,9757,8275,1373,2070,875,1105
"PEA (021)",21656,1219,10,5176,7576,1364,3373,887,2051
"Hombres (022)",12393,261,5,2713,4870,816,1919,601,1208
"Mujeres (023)",9263,958,5,2463,2706,548,1454,286,843
"Ocupada (024)",20376,1169,10,4908,7059,1277,3172,827,1954
"Hombres (025)",11572,245,5,2535,4501,759,1814,560,1153
"Mujeres (026)",8804,924,5,2373,2558,518,1358,267,801
"Desocupada (027)",1280,50,,268,517,87,201,60,97
"Hombres (028)",821,16,,178,369,57,105,41,55
"Mujeres (029)",459,34,,90,148,30,96,19,42
"No PEA (030)",29658,2007,617,12981,10027,1449,928,1183,466
"Hombres (031)",12427,245,303,5687,4458,624,312,594,204
"Mujeres (032)",17231,1762,314,7294,5569,825,616,589,262
,,,,,,,,,
"RURAL (036)",33787,6817,547,16142,8733,684,526,206,132
"Hombres (037)",16162,1541,266,8291,5066,429,344,132,93
"Mujeres (038)",17625,5276,281,7851,3667,255,182,74,39
"PEA (039)",13555,2783,32,6235,3650,253,417,79,106
"Hombres (040)",8523,1010,19,4071,2792,191,297,64,79
"Mujeres (041)",5032,1773,13,2164,858,62,120,15,27
"Ocupada (042)",13174,2731,30,6115,3493,239,394,74,98
"Hombres (043)",8236,974,17,3975,2668,180,286,62,74
"Mujeres (044)",4938,1757,13,2140,825,59,108,12,24
"Desocupada (045)",381,52,2,120,157,14,23,5,8
"Hombres (046)",287,36,2,96,124,11,11,2,5
"Mujeres (047)",94,16,,24,33,3,12,3,3
"No PEA (048)",20232,4034,515,9907,5083,431,109,127,26
"Hombres (049)",7639,531,247,4220,2274,238,47,68,14
"Mujeres (050)",12593,3503,268,5687,2809,193,62,59,12
