"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ALTO AMAZONAS (000)",104667,44982,9391,2334,48133
"Menos de 1 año (001)",2999,2120,203,44,634
"De 1 a 14 años (002)",40749,28195,3078,702,8807
"De 15 a 29 años (003)",26545,8129,1709,599,16142
"De 30 a 44 años (004)",18120,3597,2204,501,11878
"De 45 a 64 años (005)",12504,2273,1815,396,8063
"De 65 y mas años (006)",3750,668,382,92,2609
"Hombres (008)",53459,21960,4748,1282,25571
"Menos de 1 año (009)",1494,1064,98,21,311
"De 1 a 14 años (010)",20749,14399,1579,364,4426
"De 15 a 29 años (011)",13229,3516,811,312,8608
"De 30 a 44 años (012)",9337,1527,1072,304,6469
"De 45 a 64 años (013)",6765,1125,980,234,4455
"De 65 y mas años (014)",1885,329,208,47,1302
"Mujeres (016)",51208,23022,4643,1052,22562
"Menos de 1 año (017)",1505,1056,105,23,323
"De 1 a 14 años (018)",20000,13796,1499,338,4381
"De 15 a 29 años (019)",13316,4613,898,287,7534
"De 30 a 44 años (020)",8783,2070,1132,197,5409
"De 45 a 64 años (021)",5739,1148,835,162,3608
"De 65 y mas años (022)",1865,339,174,45,1307
,,,,,
"URBANA (024)",62782,20757,8757,2244,31179
"Menos de 1 año (025)",1553,934,183,44,393
"De 1 a 14 años (026)",22062,12186,2888,691,6324
"De 15 a 29 años (027)",16615,4120,1576,577,10371
"De 30 a 44 años (028)",11505,1879,2026,470,7187
"De 45 a 64 años (029)",8289,1220,1718,374,5017
"De 65 y mas años (030)",2758,418,366,88,1887
"Hombres (032)",31419,9882,4400,1236,15996
"Menos de 1 año (033)",776,467,91,21,197
"De 1 a 14 años (034)",11202,6240,1485,358,3135
"De 15 a 29 años (035)",8099,1706,750,301,5359
"De 30 a 44 años (036)",5659,708,961,287,3736
"De 45 a 64 años (037)",4348,561,915,224,2676
"De 65 y mas años (038)",1335,200,198,45,893
"Mujeres (040)",31363,10875,4357,1008,15183
"Menos de 1 año (041)",777,467,92,23,196
"De 1 a 14 años (042)",10860,5946,1403,333,3189
"De 15 a 29 años (043)",8516,2414,826,276,5012
"De 30 a 44 años (044)",5846,1171,1065,183,3451
"De 45 a 64 años (045)",3941,659,803,150,2341
"De 65 y mas años (046)",1423,218,168,43,994
,,,,,
"RURAL (048)",41885,24225,634,90,16954
"Menos de 1 año (049)",1446,1186,20,,241
"De 1 a 14 años (050)",18687,16009,190,11,2483
"De 15 a 29 años (051)",9930,4009,133,22,5771
"De 30 a 44 años (052)",6615,1718,178,31,4691
"De 45 a 64 años (053)",4215,1053,97,22,3046
"De 65 y mas años (054)",992,250,16,4,722
"Hombres (056)",22040,12078,348,46,9575
"Menos de 1 año (057)",718,597,7,,114
"De 1 a 14 años (058)",9547,8159,94,6,1291
"De 15 a 29 años (059)",5130,1810,61,11,3249
"De 30 a 44 años (060)",3678,819,111,17,2733
"De 45 a 64 años (061)",2417,564,65,10,1779
"De 65 y mas años (062)",550,129,10,2,409
"Mujeres (064)",19845,12147,286,44,7379
"Menos de 1 año (065)",728,589,13,,127
"De 1 a 14 años (066)",9140,7850,96,5,1192
"De 15 a 29 años (067)",4800,2199,72,11,2522
"De 30 a 44 años (068)",2937,899,67,14,1958
"De 45 a 64 años (069)",1798,489,32,12,1267
"De 65 y mas años (070)",442,121,6,2,313
