"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL DORADO (000)",30962,4755,671,18390,6162,228,387,116,253
"Quechua (001)",537,238,3,250,37,2,4,,3
"Aymara (002)",5,,,3,2,,,,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",3,,,,2,,,1,
"Castellano (005)",30355,4480,668,18117,6116,226,383,115,250
"Idioma extranjero (006)",4,,,2,2,,,,
"Es sordomudo/a (007)",57,37,,17,3,,,,
"Hombres (009)",16598,1947,347,10019,3693,144,225,69,154
"Quechua (010)",251,59,1,161,24,2,2,,2
"Aymara (011)",3,,,2,1,,,,
"Otra lengua nativa (013)",2,,,,1,,,1,
"Castellano (014)",16312,1869,346,9847,3665,142,223,68,152
"Idioma extranjero (015)",2,,,1,1,,,,
"Es sordomudo/a (016)",28,19,,8,1,,,,
"Mujeres (018)",14364,2808,324,8371,2469,84,162,47,99
"Quechua (019)",286,179,2,89,13,,2,,1
"Aymara (020)",2,,,1,1,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",1,,,,1,,,,
"Castellano (023)",14043,2611,322,8270,2451,84,160,47,98
"Idioma extranjero (024)",2,,,1,1,,,,
"Es sordomudo/a (025)",29,18,,9,2,,,,
,,,,,,,,,
"URBANA (027)",12200,1318,270,6427,3422,158,309,94,202
"Quechua (028)",168,95,,60,8,2,2,,1
"Aymara (029)",2,,,,2,,,,
"Otra lengua nativa (031)",3,,,,2,,,1,
"Castellano (032)",12002,1212,270,6356,3407,156,307,93,201
"Idioma extranjero (033)",4,,,2,2,,,,
"Es sordomudo/a (034)",21,11,,9,1,,,,
"Hombres (036)",6339,505,149,3289,1951,97,175,51,122
"Quechua (037)",68,21,,36,6,2,2,,1
"Aymara (038)",1,,,,1,,,,
"Otra lengua nativa (040)",2,,,,1,,,1,
"Castellano (041)",6258,479,149,3249,1942,95,173,50,121
"Idioma extranjero (042)",2,,,1,1,,,,
"Es sordomudo/a (043)",8,5,,3,,,,,
"Mujeres (045)",5861,813,121,3138,1471,61,134,43,80
"Quechua (046)",100,74,,24,2,,,,
"Aymara (047)",1,,,,1,,,,
"Otra lengua nativa (049)",1,,,,1,,,,
"Castellano (050)",5744,733,121,3107,1465,61,134,43,80
"Idioma extranjero (051)",2,,,1,1,,,,
"Es sordomudo/a (052)",13,6,,6,1,,,,
,,,,,,,,,
"RURAL (054)",18762,3437,401,11963,2740,70,78,22,51
"Quechua (055)",369,143,3,190,29,,2,,2
"Aymara (056)",3,,,3,,,,,
"Ashaninca (057)",1,,,1,,,,,
"Castellano (059)",18353,3268,398,11761,2709,70,76,22,49
"Es sordomudo/a (061)",36,26,,8,2,,,,
"Hombres (063)",10259,1442,198,6730,1742,47,50,18,32
"Quechua (064)",183,38,1,125,18,,,,1
"Aymara (065)",2,,,2,,,,,
"Castellano (068)",10054,1390,197,6598,1723,47,50,18,31
"Es sordomudo/a (070)",20,14,,5,1,,,,
"Mujeres (072)",8503,1995,203,5233,998,23,28,4,19
"Quechua (073)",186,105,2,65,11,,2,,1
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",8299,1878,201,5163,986,23,26,4,18
"Es sordomudo/a (079)",16,12,,3,1,,,,
