"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia MARAÑON",,,,,,,,,
"Viviendas particulares (001)",6103,146,4067,1511,190,20,55,9,105
"Ocupantes presentes (002)",26556,569,19151,5458,711,63,228,21,355
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5333,144,3996,1017,97,3,26,9,41
"Ocupantes presentes (005)",23827,563,18853,3760,372,12,103,21,143
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,1,4,,,,,,
"Ocupantes presentes (014)",23,5,18,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",756,,65,492,93,17,29,,60
"Ocupantes presentes (017)",2673,,272,1688,339,51,125,,198
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,1,,,,,
"Ocupantes presentes (020)",4,,,4,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,1,2,1,,,,,
"Ocupantes presentes (023)",15,1,8,6,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",14,,,,,,,,14
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",847,76,681,72,14,,2,,2
"Ocupantes presentes (029)",3943,283,3297,296,55,,7,,5
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",840,75,676,71,14,,2,,2
"Ocupantes presentes (032)",3915,278,3278,292,55,,7,,5
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,1,4,,,,,,
"Ocupantes presentes (041)",23,5,18,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,1,,,,,
"Ocupantes presentes (047)",4,,,4,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5256,70,3386,1439,176,20,53,9,103
"Ocupantes presentes (056)",22613,286,15854,5162,656,63,221,21,350
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4493,69,3320,946,83,3,24,9,39
"Ocupantes presentes (059)",19912,285,15575,3468,317,12,96,21,138
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",756,,65,492,93,17,29,,60
"Ocupantes presentes (071)",2673,,272,1688,339,51,125,,198
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,1,1,,,,,
"Ocupantes presentes (077)",14,1,7,6,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",4,,,,,,,,4
"Ocupantes presentes (080)",14,,,,,,,,14
