"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BOLOGNESI (000)",28835,540,9233,6718,5159,4356,2829
"Jefe o Jefa (001)",7740,,26,1034,2338,2482,1860
"Esposa(o) / compañera(o) (002)",4219,,14,869,1474,1307,555
"Hijo(a) / hijastro(a) (003)",11714,368,7022,3353,786,176,9
"Yerno / nuera (004)",396,,5,232,124,32,3
"Nieto(a) (005)",1786,127,1327,302,30,,
"Padres / suegros (006)",343,,,,10,65,268
"Otro(a) pariente (007)",2076,42,765,652,267,230,120
"Trabajador(a) del hogar (008)",24,,2,16,3,2,1
"Pensionistas (009)",24,,,7,12,4,1
"Otro(a) no pariente (010)",513,3,72,253,115,58,12
"Hombres (011)",14321,272,4755,3354,2527,2063,1350
"Jefe o Jefa (012)",5346,,14,717,1714,1705,1196
"Esposa(o) / compañera(o) (013)",249,,8,66,89,67,19
"Hijo(a) / hijastro(a) (014)",6092,193,3596,1809,403,84,7
"Yerno / nuera (015)",176,,4,77,70,22,3
"Nieto(a) (016)",958,61,717,166,14,,
"Padres / suegros (017)",96,,,,2,26,68
"Otro(a) pariente (018)",1074,18,380,359,150,117,50
"Trabajador(a) del hogar (019)",6,,1,2,1,1,1
"Pensionistas (020)",17,,,5,8,3,1
"Otro(a) no pariente (021)",307,,35,153,76,38,5
"Mujeres (022)",14514,268,4478,3364,2632,2293,1479
"Jefe o Jefa (023)",2394,,12,317,624,777,664
"Esposa(o) / compañera(o) (024)",3970,,6,803,1385,1240,536
"Hijo(a) / hijastro(a) (025)",5622,175,3426,1544,383,92,2
"Yerno / nuera (026)",220,,1,155,54,10,
"Nieto(a) (027)",828,66,610,136,16,,
"Padres / suegros (028)",247,,,,8,39,200
"Otro(a) pariente (029)",1002,24,385,293,117,113,70
"Trabajador(a) del hogar (030)",18,,1,14,2,1,
"Pensionistas (031)",7,,,2,4,1,
"Otro(a) no pariente (032)",206,3,37,100,39,20,7
,,,,,,,
"URBANA (033)",18577,312,5804,4420,3467,2791,1783
"Jefe o Jefa (034)",4957,,18,645,1559,1580,1155
"Esposa(o) / compañera(o) (035)",2583,,9,506,947,801,320
"Hijo(a) / hijastro(a) (036)",7414,197,4330,2225,528,125,9
"Yerno / nuera (037)",266,,4,153,84,23,2
"Nieto(a) (038)",1164,90,849,201,24,,
"Padres / suegros (039)",244,,,,10,42,192
"Otro(a) pariente (040)",1491,24,533,463,205,172,94
"Trabajador(a) del hogar (041)",18,,2,11,3,1,1
"Pensionistas (042)",21,,,5,11,4,1
"Otro(a) no pariente (043)",419,1,59,211,96,43,9
"Hombres (044)",9162,152,2992,2212,1678,1315,813
"Jefe o Jefa (045)",3293,,12,427,1094,1056,704
"Esposa(o) / compañera(o) (046)",174,,5,39,66,50,14
"Hijo(a) / hijastro(a) (047)",3874,102,2225,1202,274,64,7
"Yerno / nuera (048)",118,,3,52,45,16,2
"Nieto(a) (049)",622,42,461,109,10,,
"Padres / suegros (050)",60,,,,2,16,42
"Otro(a) pariente (051)",761,8,260,254,117,83,39
"Trabajador(a) del hogar (052)",4,,1,1,1,,1
"Pensionistas (053)",14,,,3,7,3,1
"Otro(a) no pariente (054)",242,,25,125,62,27,3
"Mujeres (055)",9415,160,2812,2208,1789,1476,970
"Jefe o Jefa (056)",1664,,6,218,465,524,451
"Esposa(o) / compañera(o) (057)",2409,,4,467,881,751,306
"Hijo(a) / hijastro(a) (058)",3540,95,2105,1023,254,61,2
"Yerno / nuera (059)",148,,1,101,39,7,
"Nieto(a) (060)",542,48,388,92,14,,
"Padres / suegros (061)",184,,,,8,26,150
"Otro(a) pariente (062)",730,16,273,209,88,89,55
"Trabajador(a) del hogar (063)",14,,1,10,2,1,
"Pensionistas (064)",7,,,2,4,1,
"Otro(a) no pariente (065)",177,1,34,86,34,16,6
,,,,,,,
"RURAL (066)",10258,228,3429,2298,1692,1565,1046
"Jefe o Jefa (067)",2783,,8,389,779,902,705
"Esposa(o) / compañera(o) (068)",1636,,5,363,527,506,235
"Hijo(a) / hijastro(a) (069)",4300,171,2692,1128,258,51,
"Yerno / nuera (070)",130,,1,79,40,9,1
"Nieto(a) (071)",622,37,478,101,6,,
"Padres / suegros (072)",99,,,,,23,76
"Otro(a) pariente (073)",585,18,232,189,62,58,26
"Trabajador(a) del hogar (074)",6,,,5,,1,
"Pensionistas (075)",3,,,2,1,,
"Otro(a) no pariente (076)",94,2,13,42,19,15,3
"Hombres (077)",5159,120,1763,1142,849,748,537
"Jefe o Jefa (078)",2053,,2,290,620,649,492
"Esposa(o) / compañera(o) (079)",75,,3,27,23,17,5
"Hijo(a) / hijastro(a) (080)",2218,91,1371,607,129,20,
"Yerno / nuera (081)",58,,1,25,25,6,1
"Nieto(a) (082)",336,19,256,57,4,,
"Padres / suegros (083)",36,,,,,10,26
"Otro(a) pariente (084)",313,10,120,105,33,34,11
"Trabajador(a) del hogar (085)",2,,,1,,1,
"Pensionistas (086)",3,,,2,1,,
"Otro(a) no pariente (087)",65,,10,28,14,11,2
"Mujeres (088)",5099,108,1666,1156,843,817,509
"Jefe o Jefa (089)",730,,6,99,159,253,213
"Esposa(o) / compañera(o) (090)",1561,,2,336,504,489,230
"Hijo(a) / hijastro(a) (091)",2082,80,1321,521,129,31,
"Yerno / nuera (092)",72,,,54,15,3,
"Nieto(a) (093)",286,18,222,44,2,,
"Padres / suegros (094)",63,,,,,13,50
"Otro(a) pariente (095)",272,8,112,84,29,24,15
"Trabajador(a) del hogar (096)",4,,,4,,,
"Otro(a) no pariente (098)",29,2,3,14,5,4,1
